Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized,title
"Kim, Moon J",,,,,,MSEN,6362,001,,13,,,1,,,,,,,,,,,,,1,0,mjk034000,,Diffraction Science 
"Bunte, Jonas B",,,,,,PPPE,6370,001,,3,1,2,2,,,,,,,,,,,,,,1,jbb130330,jonas bunte,Political Economy of Natural Resources 
"Bunte, Jonas B","Taden, John",,,,,IPEC,4301,001,5,13,13,6,8,2,4,1,1,2,1,1,1,,,,,,0,jbb130330,jonas bunte,Political Economy of Industrialized Countries 
"Dumas, Lloyd",,,,,,PPPE,6369,501,,,3,2,1,,,,,,,,,,,,,2,0,ljdumas,lloyd dumas,National and International Security Strategies and Policies 
"D'Orazio, Vito","Gallegos, Yahve",,,,,PSCI,4359,001,,17,6,9,12,4,6,4,3,,2,,4,,,,,,1,vxd152030,vito dorazio,International Conflict 
"Kim, Alisha A",,,,,,PSCI,4307,001,,9,2,3,1,1,,,1,,1,,1,,,,,1,0,axk124331,alisha kim,Predicting Politics 
"Gray, Thomas","Kingsolver, Austin W",,,,,PSCI,4310,001,3,4,9,1,6,2,,1,1,,,,,,,,,1,0,txg171430,thomas gray,Law and Terrorism 
"Diehl, Paul","Hoffman, Blake M",,,,,PSCI,4363,001,,3,5,4,3,4,2,2,1,1,,,3,,,,,,0,pxd153230,paul diehl,International Law 
"Peinhardt, Clint W",,,,,,PSCI,7372,001,,4,1,3,3,,,,,,,,,,,,,1,0,cwp052000,clint peinhardt,Game Theory for Political Scientists 
"Scotch, Richard",,,,,,PPPE,6341,001,,6,2,,,,,,,,,,,,,,,1,1,scotch,richard scotch,Health Policy 
"Skaggs, Sheryl L",,,,,,PPPE,6312,0W1,,6,2,,,,,1,,,,,,,,,,1,0,slskaggs,sheryl skaggs,Social-Economic Theories 
"Skaggs, Sheryl L",,,,,,SOC,6312,0W1,,6,2,1,,,,,,,,,,,,,,,0,slskaggs,sheryl skaggs,Social-Economic Theories 
"Stewart, Marianne",,,,,,PSCI,6321,001,,1,2,6,7,,,,,,,,,,,,,,0,mstewart,marianne stewart,Proseminar in Comparative Politics 
"Kamau, Casper","Islam, Iftekhairul",,,,,PSCI,3353,001,23,8,6,,5,1,,1,,,,,2,,,,,,1,cxk103120,casper kamau,Law and Gender 
"Lowry, Robert C",,,,,,PSCI,6352,001,,2,2,2,,,,,,,,,,,,,,,0,rcl062000,robert lowry,Empirical Democratic Theory 
"Lowry, Robert C","Lux, Ryan J",,,,,PSCI,4304,001,,7,8,7,8,4,3,1,,,,2,,,,,,,1,rcl062000,robert lowry,Energy and Environmental Politics and Policy 
"Clarke, Harold D",,,,,,EPPS,7318,001,,12,,,,,,,,,,,,,,,,3,0,hclarke,harold clarke,Structural Equation and Multilevel 
"Ayres, Jeffrey A",,,,,,EPPS,6323,501,,10,2,2,,,,,,,,,,,,,,,2,jaa014500,,Knowledge Mining 
"Scott, James A",,,,,,EPPS,6354,501,,2,2,4,,,,,,,,,,,,,,,1,jas076100,james scott,Information Management 
"Ho, Karl",,,,,,EPPS,6356,001,,9,,,2,,,,,,,,,,,,,1,0,kxh022100,karl ho,Data Visualization 
"Hooshyar, Mohammad",,,,,,MATH,6316,501,,4,,2,1,1,,,,,,,,,,,,,1,ali,mohammad hooshyar,Differential Equations 
"Minkoff, Susan E",,,,,,MATH,6340,001,,5,,,2,2,,1,,,,,,,,,,,0,sem120030,susan minkoff,Numerical Linear Algebra 
"Ramakrishna, Viswanath",,,,,,MATH,6322,501,,13,,,2,,,,,,,,,,,,,,0,vish,viswanath ramakrishna,Mathematical Foundations of Data Science 
"Rachinskiy, Dmitry",,,,,,MATH,7319,501,,5,1,2,,,,,,,,,,,,,,,1,dxr124030,dmitry rachinskiy,Functional Analysis II 
"Tran, Anh T",,,,,,MATH,6310,001,,7,,2,1,,,1,,,,,,,,,,,1,att140830,anh tran,Topology 
"Eydelzon, Anatoly",,,,,,MATH,5390,001,,6,,,,,,,,,,,,,,,,,0,axe031000,anatoly eydelzon,Topics in Mathematics - Level 5 
"Cohen, Galia",,,,,,SOC,1301,501,2,4,6,4,4,3,3,2,3,,1,1,3,,,,,,1,gxc097120,galia cohen,Introduction to Sociology 
"Lanham, Carol C","Love-Hal, Jewell N",,,,,SOC,3303,001,1,10,12,7,8,6,2,3,1,,,,5,,,,,,0,ccl054000,carol lanham,Classical Social Theory 
"Simoni, Zachary","Love-Hal, Jewell N",,,,,SOC,3320,0W1,1,8,14,12,6,8,4,1,1,2,,,4,,,,,,0,zrs160030,zachary simoni,Urban Sociology 
"Skaggs, Sheryl L",,,,,,SOC,4375,001,15,6,4,1,2,2,1,1,1,,2,,3,,,,,,2,slskaggs,sheryl skaggs,Gender and Work 
"Maxwell, Sarah P",,,,,,PA,4386,0W1,4,7,10,5,3,1,,1,1,,,,3,,,,,,0,spm092000,sarah maxwell,Social Policy in Modern Societies 
"Benavides, Teodoro J",,,,,,PA,6321,001,,20,,,8,,,,,,,,,,,,,,0,tjb051000,teodoro benavides,Government Financial Management and Budgeting 
"Sandler, Todd E",,,,,,ECON,3369,HN1,3,6,1,,4,,,,1,,,,,,,,,,0,tms063000,todd sandler,Political Economy of Terrorism 
"Harpham, Edward",,,,,,PSCI,3301,HN1,2,8,2,4,,1,,,,,,,1,,,,,,0,harpham,edward harpham,Political Theory 
"LaDow, Eva S",,,,,,NSC,4363,HN1,4,15,4,2,,,,,,,,,,,,,,,0,esl130130,eva ladow,Neuropharmacology 
"Dowling, Walter J",,,,,,ACN,6334,001,,21,1,,5,,,1,,,,,,,,,,,2,jdowling,walter j dowling,Attention 
"O'Toole, Alice J",,,,,,HCS,7372,005,,4,1,,1,,,1,,,,,,,,,,,1,otoole,alice otoole,Seminar in Neuroscience 
"Zhang, Huibing",,,,,,FIN,7330,001,,4,7,,,,,,,,,,,,,,,,0,hxz054000,huibing harold zhang,Topics in Theoretical Asset Pricing 
"Zhao, Feng",,,,,,FIN,6360,001,,4,3,8,17,1,2,1,,,,,,,,,,,0,fxz082000,feng zhao,Options and Futures Markets 
"Chapman, Juliann G","Andaleeb, Uruba",,,,,FIN,3330,003,5,26,,6,7,,,1,,1,2,,1,,,,,,0,jgc160130,juliann chapman,Personal Financial Planning 
"Vakulenko, Irina","Shah, Muna",,,,,GEOG,3359,001,,1,5,4,7,4,2,1,,,,,1,,,,,,0,iav081000,irina vakulenko,Human Migration and Mobility  Global Patterns 
"Dow, Douglas C",,,,,,PSCI,3322,HN1,1,8,2,,,,,,1,,,,,,2,,,,0,dougdow,douglas dow,Constitutional Law 
"Reynolds, Clay",,,,,,CRWT,3307,HN1,2,4,2,,,,,,,,,,1,,3,,,,0,clayr,clay reynolds,Creating Short Stories 
"Larue, Patrick","Das, Soham","Sun, Zeyu",,,,GOVT,2305,002,,6,6,6,7,8,4,14,10,4,7,7,9,,,,,,1,pxl111020,patrick larue,American National Government 
"Meyer, Clark A","Jha, Sauraj",,,,,BMEN,1208,105,2,1,1,3,1,1,1,1,,2,,,1,,,,,,0,cam140130,clark meyer,Introduction to Bioengineering II 
"Ardestani Khoubrouy, Soudeh","Shamsi, Zeshaan",,,,,BMEN,1208,108,1,2,2,,2,2,,1,,,,,,,,,,,2,sxa074200,soudeh khoubrouy,Introduction to Bioengineering II 
"Case, Allison B","Rihani, Rashed T",,,,,BMEN,3130,102,9,3,3,4,3,,2,,,,,,,,,,,,0,abc130530,allison case,Engineering Physiology Laboratory 
"Ali, Tariq M","Sanchez, Camilo A",,,,,BMEN,3150,102,1,2,1,6,3,1,,,,,,,,,,,,,0,tma051000,tariq ali,Biomedical Engineering Laboratory 
"Polk, Todd W","Mishra, Aditya K",,,,,BMEN,3370,001,3,6,3,2,5,3,,1,,,,1,,,,,,,0,twp017000,todd polk,Digital Circuits 
"Pacyna, Sandra",,,,,,MKT,4330,001,6,11,7,5,3,3,2,,,1,,,,,,,,,0,sxp158130,sandra pacyna,Digital and Internet Marketing 
"Egeland, Rita E",,,,,,MKT,4370,001,8,21,7,,,,,,3,,,,,,,,,,1,rxb154430,rita bargerhuff egeland,Marketing Projects 
"Rosen, Mark S",,,,,,AHST,3313,001,1,12,6,12,3,5,3,1,,,,,3,,,,,,0,mxr088000,mark rosen,Medieval Art 
"Brown, Matthew",,,,,,ARHM,2343,001,2,5,1,,,2,,4,4,,1,2,8,,,,,,2,mxb091000,matthew brown,Science and the Humanities 
"Lacy, Mary E",,,,,,ARTS,1316,501,,9,,,5,,,1,,,,,1,,,,,,1,mel024000,mary lacy,Drawing Foundations 
"Copeland, Colette",,,,,,ARTS,3340,002,1,4,,1,1,,1,,1,2,,,1,,,,,,0,cxc132230,colette copeland,Topics in Studio Art 
"Miranda, Jeffrey",,,,,,ARTS,3367,501,10,8,,,,,,,,,,,,,,,,,1,jxm069000,jeffrey miranda,Figure Drawing 
"Totusek, Patricia F",,,,,,COMM,1311,5W3,1,7,6,2,1,1,2,,1,,,,,,,,,,0,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
"Duncan, Monique N",,,,,,UNIV,2114,PA1,,,,,,,,,,,,,,,20,,,,0,mxd127830,monique duncan,Portfolio Seminar for UT PACT Students 
"Waligore, Marilyn A",,,,,,AHST,3324,001,6,6,12,6,3,7,1,2,,,,,,,,,,,0,waligore,marilyn waligore,History of Photography 
"Saenz, Michael A",,,,,,COMM,1315,0H1,5,,3,1,,1,,,,,,,,,,,,,1,mas130030,michael saenz,Public Speaking 
"Saenz, Michael A",,,,,,COMM,1315,0H2,10,7,,,,,,,,,,,,,,,,,0,mas130030,michael saenz,Public Speaking 
"Brookshire, Susan",,,,,,MAS,6102,002,,,,,,,,,,,,,2,,,,77,,2,sxb170130,,Professional Development 
"Wilkerson, Cassandra",,,,,,MAS,6102,003,,,,,,,,,,,,,,,,,57,,0,cxw170000,cassandra wilkerson,Professional Development 
"Hyndman, Kyle B",,,,,,FIN,4315,001,2,3,6,5,6,5,,,,,,,3,,,,,,0,tdp062000,kyle hyndman,Behavioral Finance 
"Hyndman, Kyle B",,,,,,FIN,6330,501,,8,8,,4,1,,,,,,,,,,,,,1,tdp062000,kyle hyndman,Behavioral Finance 
"Murthi, B P","Jameei Osgouei, Ata","Elmi, Omid",,,,MKT,6309,0W1,,6,14,8,5,,,,,,,,,,,,,,0,murthi,b p murthi,Marketing Research 
"Tirone, Guido",,,,,,MKT,6352,501,,10,,,1,1,,,,,,,1,,,,,,0,gxt170001,guido tirone,Marketing Web Analytics and Insights 
"Lyle, Patricia","Bailey, Scott",,,,,MKT,6V99,501,,6,5,5,2,4,,,,,,,,,,,,,0,pxl170000,patricia lyle,Special Topics in Marketing 
"Friedman, Joshua B",,,,,,MKT,6352,502,,8,6,12,10,,,,,,,,,,,,,,0,jxf172130,,Marketing Web Analytics and Insights 
"Schofield, Joyce",,,,,,MKT,4336,501,,3,4,5,4,1,1,,,,,,,,,,,,0,jxs170002,,E-Retailing 
"Kimzey, Jackie","Bai, Xiaoou",,,,,ENTP,6370,0W1,,5,10,8,17,2,1,6,,,,,,,,,,,0,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
"Simsek, Ahmet S","Shokoohyar, Sina",,,,,OPRE,6304,001,,4,4,4,3,,,,,,,,,,,,,,0,axs158032,ahmet simsek,Operations Analytics 
"Kuo, Ching-Chung","Guda, Harish","Deodhar, Adneya",,,,OPRE,6398,0W1,,,2,,3,,1,1,,,,,,,,,,,0,cxk162830,,Prescriptive Analytics 
"Kuo, Ching-Chung","Guda, Harish","Deodhar, Adneya",,,,BUAN,6398,0W1,,10,3,4,16,,1,6,,,,,,,,,,,0,cxk162830,,Prescriptive Analytics 
"Yehuda, Nir","Zhou, Xiaolu",,,,,ACCT,3331,501,3,,3,5,5,5,4,3,,,2,,2,,,,,,3,nxy130530,nir yehuda,Intermediate Financial Accounting I 
"Guler, Lale",,,,,,ACCT,6301,501,,26,5,7,2,2,1,1,,,,,,,,,,,1,lxg152230,lale guler,Financial Accounting 
"Zolton, Kathy","Shavrina, Irina V",,,,,ACCT,6333,0W1,,13,,,13,,,7,,,,,1,,,,,,4,kxz121730,kathy zolton,Advanced Financial Reporting 
"Qian, Cuili",,,,,,BPS,6379,501,,6,4,3,1,,,,,,,,,,,,,,0,cxq170330,cuili qian,Business Strategies for Sustainability 
"Lin, Zhiang","Nguyen, Huy",,,,,IMS,3310,503,,2,8,7,8,5,1,4,6,4,1,1,,,,,,,2,zlin,john zhiang lin,International Business 
"Takeuchi, Riki",,,,,,OB,7310,001,,5,3,,,,,1,,,,,,,,,,,0,rxt173730,riki takeuchi,Theory and Research in Group and Intergroup Processes 
"Lin, Zhiang","Nguyen, Huy",,,,,OB,7312,001,,5,3,,1,,,,,,,,,,,,,,0,zlin,john zhiang lin,Social Network Theory 
"Qian, Cuili",,,,,,OB,7306,001,,5,3,,1,,,,,,,,,,,,,,0,cxq170330,cuili qian,Macro-Organizational Empirical Investigation 
"Hicks, Jeffrey N","Kim, Kyun",,,,,OBHR,3310,007,1,9,11,6,6,3,3,1,2,,1,,,,,,,,1,jnh061000,jeffrey hicks,Organizational Behavior 
"Ritchey, David B",,,,,,OBHR,4333,501,19,10,6,1,3,,,1,,,,,1,,,,,,0,davidr,david ritchey,Performance Management 
"Takeuchi, Riki","Kim, Dong Shin",,,,,IMS,6341,001,,10,6,2,2,2,,,,,,,,,,,,,0,rxt173730,riki takeuchi,International Human Resource Management 
"Ritchey, Kemberly A",,,,,,OBHR,3310,008,11,17,6,2,6,2,2,2,,,,,,,,,,,0,kar014400,kemberly ritchey,Organizational Behavior 
"Ritchey, David B",,,,,,OBHR,3330,002,5,14,5,3,4,5,2,5,1,,,,,,,,,,1,davidr,david ritchey,Introduction to Human Resource Management 
"Tiefelsdorf, Michael","Pu, Xiaojun",,,,,ECON,6306,001,,3,5,9,3,,1,1,,,,,1,,,,,,0,mrt052000,michael tiefelsdorf,Applied Econometrics 
"Tiefelsdorf, Michael","Pu, Xiaojun",,,,,GISC,7364,501,,3,4,2,,,,,,,,,,,,,,,0,mrt052000,michael tiefelsdorf,Demographic and Epidemiological Analysis and Modeling 
"Golden, Richard","Ryland, James W",,,,,ACN,6347,5H1,,9,4,,1,,,1,,,,,,,,,,,0,golden,richard golden,Intelligent Systems Analysis 
"Whalen, Tristan G","Yang, Hongbo",,,,,CS,3341,004,13,7,11,7,9,6,8,10,3,1,4,2,9,,,,,,1,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
"Whalen, Tristan G","Yang, Hongbo",,,,,SE,3341,004,1,2,1,1,2,,3,2,3,2,2,2,6,,,,,,1,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
"Schlobohm, Maribeth L",,,,,,COMM,3342,001,,2,1,2,3,,1,3,1,,,,,,,,,,1,mls077000,maribeth (betsy) schlobohm,Advanced Topics in Communication 
"Ryan, Christopher J",,,,,,COMM,3342,002,,2,3,4,2,,1,,1,,,,1,,,,,,0,cxr088000,christopher ryan,Advanced Topics in Communication 
"Morris, Michael A",,,,,,FILM,2332,501,5,13,,1,17,1,1,6,,,1,,2,,,,,,2,mam142230,,Understanding Film 
"Petty, John E",,,,,,FILM,3342,501,,2,4,2,2,5,2,2,1,,1,1,2,,,,,,0,jep140330,john petty,Topics in Film 
"Frazier, Gary A",,,,,,PHYS,3427,001,14,5,,1,5,3,,,,,,,,,,,,1,3,gaf012000,gary frazier,Electronics with Laboratory 
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6309,0W2,,7,4,3,5,,5,1,,,,,2,,,,,,0,jdb101000,judd bradbury,Business Data Warehousing 
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,ACCT,6309,0W2,,1,1,2,1,1,,,,,,,,,,,,,1,jdb101000,judd bradbury,Business Data Warehousing 
"Cave, Michael",,,,,,BUAN,6340,001,,28,13,4,3,,,,,,,,,,,,,,0,mxc176530,,Programming for Data Science 
"Parker, Jason A",,,,,,BUAN,6340,501,,56,4,,,,,,,,,,,,,,,,0,jap090020,jason parker,Programming for Data Science 
"Sohaee, Nassim","Aluri, Vidhyullatha",,,,,BUAN,6341,001,,28,10,10,4,5,,,,,,,,,,,,,1,nxs045000,nassim sohaee,Applied Machine Learning 
"Slaughter, Kelly T","Arora, Rajdeep",,,,,ITSS,4390,002,7,25,,6,1,,,,,,,,,,,,,,1,kts130030,kelly slaughter,Information Systems Capstone 
"Majumdar, Sumit K","Sun, Geng",,,,,MIS,6302,001,,17,,2,,,,,,,,,,,,,,,0,skm021100,sumit majumdar,Managing Digital Strategy 
"Chakrabarty, Shaibal","Panjrattan, Shivika",,,,,MIS,6330,501,,9,6,,,,,,,,,,,,,,,1,0,sxc170006,shaibal chakrabarty,Information Technology Security 
"Ahmed, Zulfi S",,,,,,MIS,6333,001,,8,2,,,,,,,,,,,,,,,,0,zsa170330,zulfi ahmed,Digital Forensics and Incident Management 
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6380,0W1,,2,2,6,6,3,,,,,,,,,,,,,1,jdb101000,judd bradbury,Data Visualization 
"Sarkar, Sumit",,,,,,MIS,7310,001,,,,,,,,,,,,,,,,,,6,0,sumit,sumit sarkar,Advanced Topics in Knowledge Management 
"Farmer, J Michael",,,,,,HIST,3316,001,,5,2,7,2,4,1,1,,1,1,2,1,,,,,,1,jmf073000,michael farmer,Women in Traditional China 
"Park, Peter K",,,,,,HIST,3319,001,,1,1,8,4,5,,,1,,,,2,,,,,,1,pkp073000,peter park,Early Modern Europe 
"Wickberg, Daniel",,,,,,HIST,3377,001,,2,3,7,3,2,,1,1,,,,1,,,,,,1,wickberg,daniel wickberg,American Intellectual History  Civil War to the Present 
"Ozsvath, Zsuzsanna","Roemer, Nils H","Patterson, David",,,,HIST,4332,001,,8,7,4,1,3,,1,1,,,,1,,,,,1,1,zozsvath,zsuzsanna ozsvath,After the Holocaust 
"Rankin, Monica A","Landrum, Jeffrey T",,,,,HIST,4359,501,,17,,3,1,,1,2,,1,,,1,,,,,,1,mar046000,monica rankin,Topics in Latin American History 
"Dennis, Patrick W",,,,,,HUMA,1301,502,,,9,8,12,12,6,,5,2,2,,10,,,,,,0,pdennis,patrick dennis,Exploration of the Humanities 
"Schulze, Jeffrey",,,,,,HIST,4368,001,,2,2,4,3,1,,1,,,,,1,,,,,,1,jxs072200,jeffrey schulze,North American Environmental History 
"Admiral, Rosemary",,,,,,HIST,4376,002,1,2,2,2,2,,,1,,,,,,,,,,,0,rxa170011,rosemary admiral,Topics in History 
"Schlereth, Eric R",,,,,,HIST,4377,001,1,7,3,2,2,,,1,,,2,,2,,,,,,1,exs082000,eric schlereth,Topics in Early American History 
"Burnett, Lora D",,,,,,HIST,4378,001,10,8,2,1,,1,4,,,,,,3,,,,,,2,ldb082000,lora burnett,Topics in American History 
"Wright, Ben",,,,,,HIST,6332,501,,4,1,,2,1,,,,,,,,,,,,,0,bxw151330,ben wright,Slavery in America 
"Stewart, Whitney",,,,,,HIST,6390,501,,5,1,,2,1,,,,,,,,,,,,,0,wxs160630,whitney stewart,Topics in History 
"Curchack, Fred",,,,,,HUAS,6345,001,,12,,1,1,,,,,,,,,,,,,,0,curchack,fred curchack,Shakespeare in Performance 
"Schulte, Rainer",,,,,,HUAS,6350,501,,6,1,1,1,,,,,,,,,,,,,,0,schulte,rainer schulte,Creating Poetry 
"Al-Dhahir, Naofal M","Elgenedy, Mahmoud A",,,,,EESC,6343,001,,7,2,4,4,2,,2,,,,,,,,,,,0,nxa028000,naofal al dhahir,Detection and Estimation Theory 
"Martinez, Manuel L",,,,,,HUAS,7349,501,,5,1,,,,,,,,,,,,,,,,0,mlm160630,manuel martinez,Advanced Topics in Creative Writing 
"Gohil, Ghanshyamsinh","Baruti, Kudra H",,,,,EEPE,6359,001,,3,14,2,,,,,,,,,,,,,,,0,gxg172530,ghanshyamsinh gohil,Renewable Energy Systems and Distributed Power Generation Systems 
"Kehtarnavaz, Nasser","Taghizadeh Alamdari, Nasim",,,,,EESC,6367,001,,5,2,5,4,2,,1,,,,,,,,,,,0,nxk019000,nasser kehtarnavaz,Applied Digital Signal Processing 
"Wickberg, Daniel",,,,,,HUHI,6314,001,,2,3,4,1,,,,,,,,1,,,,,,0,wickberg,daniel wickberg,Thought  Culture  and Society in the United States 
"Rankin, Monica A",,,,,,HUHI,6315,001,,4,3,,1,,,,,,,,,,,,,,0,mar046000,monica rankin,Thought  Culture  and Society in Latin America 
"Hansen, John","Chandra Shekar, Ram Charan M",,,,,EESC,6366,001,,7,2,3,5,1,,2,,,,,,,,,,,0,jxh052100,john hansen,Speech and Speaker Recognition 
"Prud'homme, Michelle",,,,,,HUMA,6330,501,,7,,,,,,,,,,,,,,,,,0,mxp010110,,French Workshop 
"Prieto, Rene",,,,,,HUSL,6308,501,,5,5,1,4,,,,,,,,,,,,,,0,rxp113230,rene prieto,Studies in Literary Forms and Genres 
"Michaelson, Patricia",,,,,,HUSL,6314,001,,7,5,5,,,,,,,,,1,,,,,,0,pmichael,patricia michaelson,Jane Austen and Her Time 
"Reynolds, Clay",,,,,,HUSL,7308,001,,3,1,,,,,1,,,,,,,,,,2,0,clayr,clay reynolds,Advanced Studies in Literary Forms and Genres 
"Brewer, Kenneth L","Cook, Nina E",,,,,LIT,1301,001,4,8,6,3,4,,,,1,,,,1,,,,,,1,klb092000,kenneth brewer,Introduction to Literature 
"Cotter, Sean J",,,,,,LIT,1301,002,,1,,6,3,,1,3,,1,2,,1,,,,,,0,sjc010100,sean cotter,Introduction to Literature 
"Saar Hambazaza, Terje",,,,,,LIT,2331,501,6,4,3,2,3,1,,1,,1,1,,1,,,,,,0,txs018600,terje saar hambazaza,Masterpieces of World Literature 
"Cohen, Milton",,,,,,LIT,3312,001,2,2,2,4,2,,,,2,,,,2,,,,,,0,mcohen,milton cohen,Studies in Prose Narrative 
"Gossin, Pamela","Hairston, Marc R",,,,,LIT,3316,001,5,18,20,27,20,15,9,9,,2,3,1,2,,1,,,,1,psgossin,pamela gossin,The Literature of Science Fiction 
"Walsh, Dennis P",,,,,,LIT,3323,501,,7,,,3,,,2,,,,,,,,,,,0,dpw031000,dennis walsh,The American Renaissance 1820-1865 
"Barnes, Ashley",,,,,,LIT,3324,001,2,6,3,,4,,,,,,,,1,,,,,,0,axb162631,ashley barnes,American Realism and Naturalism 
"Turner, Frederick",,,,,,LIT,3382,001,,10,5,,,,,,,,,,,,,,,,1,fturner,frederick turner,Topics in Translated Literature 
"Salisbury, Linda J",,,,,,MUSI,1306,501,5,31,,5,3,1,,,,,,,2,,,,,,1,ljs130230,linda salisbury,Understanding Music 
"Durchholz, Matthew",,,,,,SYSM,6327,001,,7,6,2,,,,,,,,,,,,,,,0,mxd165230,,Systems Reliability 
"Wang, Hui",,,,,,FIN,3320,502,2,8,,6,3,7,1,5,,,,,,,,,,,0,hxw141630,hui wang,Business Finance 
"Murthi, B P","Jameei Osgouei, Ata","Elmi, Omid",,,,MKT,6337,005,,,1,4,6,,,,,,,,,,,,,,0,murthi,b p murthi,Predictive Analytics Using SAS 
"Murthi, B P","Jameei Osgouei, Ata","Elmi, Omid",,,,BUAN,6337,005,,14,12,8,15,,,,,,,,,,,,,,0,murthi,b p murthi,Predictive Analytics Using SAS 
"Haruvy, Ernan E","Zihagh, Fereshteh",,,,,BUAN,6337,006,,10,8,5,2,1,,,,,,,,,,,,,0,eeh017200,ernan haruvy,Predictive Analytics Using SAS 
"Ganglmair, Bernhard","Kulkarni, Ritesh N",,,,,MECO,6303,002,,10,,,16,1,2,2,,,,,,,,,,,0,bxg107120,bernhard ganglmair,Business Economics 
"Anderson, William C",,,,,,MECH,3315,002,,1,5,2,8,3,2,3,,2,2,1,,,,,,,0,wca140030,william anderson,Fluid Mechanics 
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BA,3200,001,10,24,3,1,3,4,2,1,1,,,,,,,,,,0,meg012400,margaret smallwood,Introduction to Business Professional Development and Business Communication 
"Walton, Michaella",,,,,,BCOM,3200,001,4,8,16,6,7,4,3,,,,,,2,,,,,,0,mrw170730,,Introduction to Business Professional Development and Business Communication 
"McCrady, Victoria D","Dakshinamoorthy, Sowmika","Tang, Huimin",,,,BCOM,3200,002,30,4,2,3,5,1,,,1,,2,,,,,,,,0,vdm130030,victoria mccrady,Introduction to Business Professional Development and Business Communication 
"Walton, Michaella",,,,,,ACCT,3200,501,,17,15,4,6,3,,2,,,1,,2,,,,,,0,mrw170730,,Introduction to Business Professional Development and Business Communication 
"Walton, Michaella",,,,,,FIN,3200,501,,9,10,7,6,6,4,3,3,,,,,,,,,,1,mrw170730,,Introduction to Business Professional Development and Business Communication 
"Lawson, Kristen A","Porter, Colby W",,,,,ITSS,3200,001,19,21,3,3,2,1,,,,1,,,,,,,,,0,kal110030,kristen lawson,Introduction to Business Professional Development and Business Communication 
"Sohaee, Nassim","Aluri, Vidhyullatha",,,,,BUAN,6341,002,,17,25,5,12,2,,,,,,,,,,,,,0,nxs045000,nassim sohaee,Applied Machine Learning 
"Howe, Nate","Guha, Sumalya",,,,,ITSS,4360,501,1,9,6,12,8,4,2,4,2,,,,,,,,,,0,nxh141030,nate howe,Network and Information Security 
"Thompson, Luell O",,,,,,MIS,6332,501,,6,,,,,,,,,,,,,,,,,0,lot013000,luell thompson,Advanced ERP  Configurations 
"Hicks, Donald",,,,,,IPEC,4305,001,,2,3,,1,3,,2,,1,,1,1,,,,,,1,dahicks,donald hicks,Topics in Science  Technology and Institutions 
"Evans, Kathryn C",,,,,,MUSI,3322,001,5,16,1,5,,1,,1,,,,,,,,,,,0,kcevans,kathryn evans,Music in Historical Context 
"Elliott, Euel W","Scotch, Richard","Rejepov, Vepa",,,,GOVT,2306,HN2,,18,3,,,,,,,,,,,,,,,,1,eelliott,euel elliott,State and Local Government 
"Gooch, John C",,,,,,HUMA,1301,HN2,,3,5,2,2,2,,,,,,,,,,,,,1,jcg053000,john gooch,Exploration of the Humanities 
"Brunell, Valerie A",,,,,,HONS,3199,H14,6,8,,,,,1,,,,,,,,,,,,0,vab061000,,Collegium V Honors Readings 
"Schwab, Robert",,,,,,HONS,3199,H15,6,4,3,1,,1,,,,,,,,,,,,,0,rxs170230,,Collegium V Honors Readings 
"Fletcher, Eliot",,,,,,HONS,3199,H16,14,,,,,,,,,,,,,,,,,,0,exf180001,,Collegium V Honors Readings 
"Medrick, Mary A",,,,,,MUSI,4348,001,1,5,,,,2,,2,,,1,,1,,,,,,0,mam017200,mary medrick,Creating Music 
"Grover, William C",,,,,,ECON,2302,HN1,,11,5,5,1,,,,,,,,1,,,,,,0,wcg071000,william grover,Principles of Microeconomics 
"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,,MECH,2330,001,5,10,6,3,7,9,3,4,,3,4,3,,,,,,,1,stephan,p l stephan thamban,Dynamics 
"Park, Wooram","Lin, Jianping",,,,,MECH,3150,103,1,16,14,5,5,1,,,,,,,,,,,,,1,wxp103020,wooram park,Kinematics and Dynamics Laboratory 
"Park, Wooram","Sunny, Sumair F",,,,,MECH,3350,001,1,7,9,5,10,4,,2,1,,,,,,,,,,1,wxp103020,wooram park,Kinematics and Dynamics of Mechanical Systems 
"Scotch, Richard",,,,,,SOC,6357,001,,4,2,,1,,,,,,,,,,,,,,0,scotch,richard scotch,Health Policy 
"Karunathilake, Arosha A","Estrada, Tania G",,,,,CHEM,1112,130,4,9,9,2,2,1,,,,1,1,,,,,,,,1,axk113330,,General Chemistry Laboratory II 
