Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MUSI,4186,001,6,4,1,,,,,,,1,,,,0,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Jazz Ensemble III 
AMS,4305,501,,2,2,,2,1,,2,,,,,3,0,,,,,"Cotton, Scott C",,,,,,sxc024200,scott cotton,World History for Teachers 
BMEN,3150,103,3,3,,2,,,1,1,1,,,1,,0,,,,,"Ali, Tariq M","Farmer, Sophie E",,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
IMS,6370,PW1,,11,,,1,,,,,,,,,0,,,,,"Szot, James",,,,,,,james szot,
EE,3111,105,2,1,2,3,2,,1,,,1,,,,0,,,,,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee,Electronic Circuits Laboratory 
FIN,4332,501,,3,2,3,2,2,,,,,,,,0,,,,,"Richardson, Debra L",,,,,,dlr150330,debra richardson,Commercial Property Risk Management and Insurance 
AUD,6311,001,,7,4,,,,1,,,,,,,0,,,,,"Roeser, Ross J","Clark, Jackie L",,,,,roeser,,Diagnostic Audiology 
CHIN,1311,002,1,4,2,3,1,1,,,,,,,,0,,,,,"Shi, Shuai",,,,,,sxs180130,shuai shi,Beginning Chinese I 
EE,3111,104,3,5,1,1,1,,1,,,,,,,0,,,,,"Lee, Hoi","Chen, Chen",,,,,hxl054000,hoi lee,Electronic Circuits Laboratory 
PHYS,2126,603,7,4,,,,1,,,,,,,,0,,,,,"Macalevey, Paul J","Frazier, Gary A",,,,,paulmac,paul macalevey,Physics Laboratory II 
BMEN,6372,001,,7,5,,,,,,,,,,,0,,,,,"Kapoor, Bhanu",,,,,,bxk101000,bhanu kapoor,Engineering Systems  Modeling and Simulation 
GEOS,4322,001,1,1,2,1,3,1,,3,,,,,,0,,,,,"Manton, William I",,,,,,manton,william manton,The Earth System 
MATH,2414,342,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Integral Calculus 
MATH,2414,341,,,,,,,,,,,,,,0,,,,,"Westbury, Bruce W",,,,,,bww180001,bruce westbury,Integral Calculus 
MATH,2414,349,,,,,,,,,,,,,,0,,,,,"Aman, Kelly",,,,,,kxa143530,kelly aman,Integral Calculus 
HIST,3328,001,,2,1,,1,1,,1,,,1,,2,0,,,,,"Brown, Matthew",,,,,,mxb091000,matthew brown,History and Philosophy of Science and Medicine 
MATH,5302,001,,4,,1,,1,1,,,,,,3,3,,,,,"Zweck, John W",,,,,,jwz120030,john zweck,Elementary Analysis II 
CHEM,3361,002,1,2,,1,,2,,3,,,,,1,3,,,,,"Taylor, Stephanie M","Dey, Sanchareeka","Krishnamohan, Aishwarya","Soladogun, Adedamola S","Marco, Belle","Villones, Rhiza Lyne",smt031000,stephanie taylor,Biochemistry I 
BMEN,1208,103,1,4,,2,,3,,,,,,,1,2,,,,,"Levene, Stephen","Jayanand, Kishan","Dolui, Swapnil",,,,sdlevene,stephen levene,Introduction to Bioengineering II 
PPPE,6354,501,,6,5,1,,,,,,,,,,1,,,,,"Leaf, Murray J",,,,,,mjleaf,murray leaf,Theories and Issues of Development 
CS,6350,MS1,,12,,,,,,,,,,,,1,,,,,"Khan, Latifur R",,,,,,lkhan,latifur khan,
ACCT,6331,0W1,,3,,1,4,,,4,,,,,,1,,,,,"Cready, William M","Gencer, Nur Pinar",,,,,wmc041000,william cready,Cost Accounting 
ARTS,3311,001,2,1,1,,3,,2,2,,,,,1,1,,,,,"Copeland, Colette",,,,,,cxc132230,colette copeland,Contemporary Art Practices 
CE,3101,106,2,4,2,1,2,,,,,,,,1,1,,,,,"Heins, Matthew S","Nahar, Lubaba M",,,,,msh130130,matthew heins,Electrical Network Analysis Laboratory 
PHIL,3328,001,3,,1,,4,1,,2,1,,,,,1,,,,,"Brown, Matthew",,,,,,mxb091000,matthew brown,History and Philosophy of Science and Medicine 
HUSL,6308,501,,5,2,2,1,,2,,,,,,,0,,1,,,"Prieto, Rene",,,,,,rxp113230,rene prieto,Studies in Literary Forms and Genres 
MECH,3120,104,8,2,2,,,,,,,,,,,1,,,,,"Hassanipour, Fatemeh","Azarnoosh, Jamasp",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
CS,6301,MS1,,5,2,3,1,,,,,,,,1,1,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen,
OPRE,6378,001,,10,2,1,,,,,,,,,,0,,,,,"Ozer, Ali O","Kucukgul, Can",,,,,oxo091000,ali ozer,Supply Chain Strategy 
ENTP,6394,XS1,,4,5,4,,,,,,,,,,0,,,,,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey,
BMEN,3150,102,3,3,2,3,1,,,,,,1,,,0,,,,,"Ali, Tariq M","Farmer, Sophie E",,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
MUSI,3382,001,2,3,2,,2,,,1,1,1,,,1,0,,,,,"Hughes, William K",,,,,,wkh150030,william hughes,Vocal Instruction II 
ED,4353,501,7,3,1,,,,,1,,,,,1,0,,,,,"Brooks, Lori L",,,,,,lxb180004,lori brooks,Reading in Secondary Content 
EECS,6331,002,,5,3,1,2,,,2,,,,,,0,,,,,"Moheimani, Seyed Omid Reza","Bing, Mallory A",,,,,sxm154130,,Linear Systems 
ENTP,3360,002,,1,2,1,,4,1,4,,,,,,0,,,,,"Park, Haemin","Wang, Jiyu",,,,,hxp174230,haemin park,Entrepreneurial Finance 
CE,3111,103,6,4,2,1,,,,,,,,,,0,,,,,"Lee, Hoi","Liang, Jingchen",,,,,hxl054000,hoi lee,Electronic Circuits Laboratory 
SOC,4396,002,,2,3,3,2,1,1,,,1,,,,0,,,,,"Boots, Denise P","Saucedo De La Fuente, David",,,,,dpb062000,denise boots,Selected Topics in Sociology 
ATCM,4319,001,,,1,1,2,2,2,1,2,,1,,1,0,,,,,"Salter, Monika",,,,,,mxs176131,monika salter,Topics in Animation 
FIN,6350,501,,4,3,2,1,,1,2,,,,,,0,,,,,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk,Advanced Corporate Finance 
MECO,7313,001,,5,2,5,1,,,,,,,,,0,,,,,"Murthi, B P","Kamatham, Sriharsha",,,,,murthi,b p murthi,Applied Econometrics 
BUAN,6347,501,,13,,,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,,jxp180019,jerry perez,Advanced Big Data Analytics 
DANC,2334,001,5,4,3,,,,,,,,,,1,0,,,,,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Ballet 1 
MIS,6343,001,,3,8,1,1,,,,,,,,,0,,,,,"Narasimhan, Prithi","Agrawal, Pulkit",,,,,pxn152330,prithi narasimhan,Advanced Cybersecurity Management 
MUSI,3388,001,3,7,1,1,,,,,,,,,1,0,,,,,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano II 
CE,4337,003,2,2,3,2,3,,,1,,,,,,0,,,,,"McMahan, Timothy","Fan, Zhenbao","De, Partha","Gour, Riti",,,txm173230,timothy mcmahan,Organization of Programming Languages 
FIN,7340,501,,4,2,5,1,1,,,,,,,,0,,,,,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk,Topics in Theoretical Corporate Finance 
SYSM,6328,SS1,,3,3,5,2,,,,,,,,,0,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen,
CE,3102,103,3,6,2,,,1,,,,,,,1,0,,,,,"Webb, Jennifer H","Azarang, Arian","Chandra Shekar, Ram Charan M",,,,jhw170130,jennifer webb,Signals and Systems Laboratory 
CRWT,2301,501,,7,2,2,1,,,,1,,,,,0,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone,Introductory Creative Writing 
CS,6301,504,,4,4,2,3,,,,,,,,,0,,,,,"Yen, I-Ling",,,,,,ilyen,yen i ling,Special Topics in Computer Science 
ECON,6306,503,,12,,,,,1,,,,,,,0,,,,,"Grover, William C",,,,,,wcg071000,william grover,Applied Econometrics 
PHYS,6301,001,,5,3,5,,,,,,,,,,0,,,,,"Zhang, Chuanwei",,,,,,cxz124830,chuanwei zhang,Quantum Mechanics II 
ARTS,3373,001,,8,,1,2,1,,,,,,,1,0,,,,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Printmaking 
MECO,6352,001,,9,1,1,2,,,,,,,,,0,,,,,"Ziegler, Laurie","Wijewardana, Galuge Hansani M",,,,,ziegler,laurie ziegler,Financial Negotiation and Dispute Resolution 
FIN,7330,001,,6,6,1,,,,,,,,,,0,,,,,"Tang, Xiaoxiao",,,,,,xxt180003,xiaoxiao tang,Topics in Theoretical Asset Pricing 
GISC,4317,001,,3,1,3,,,3,1,,,1,,1,0,,,,,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain,GeoComputation 
HDCD,6316,001,,10,2,,1,,,,,,,,,0,,,,,"Ewing, Donna M",,,,,,dme061000,donna ewing,Developmental Assessment 
HUAS,6339,501,,13,,,,,,,,,,,,0,,,,,"Pomara, John",,,,,,pomara,john pomara,Painting Digital Imaging Video 
LIT,2341,501,2,4,3,,1,2,,,,,,,1,0,,,,,"Tehan, Terin J",,,,,,txt125430,terin tehan,Literary Analysis 
ATCM,4312,001,,1,3,2,4,2,,,1,,,,,0,,,,,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd,Digital Sculpting 
MIS,6346,002,,11,2,,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,,jxp180019,jerry perez,Big Data 
THEA,2372,002,,9,,1,,1,,,1,,,,1,0,,,,,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Improvisation 
ACCT,6383,501,,5,1,1,5,1,,,,,,,,0,,,,,"Bracy, Dana","Walker, Jacob N",,,,,dxb016100,dana bracy,Fraud Examination 
HCS,6313,002,,9,,2,2,,,,,,,,,0,,,,,"Ackerman, Robert A","Austin, Kathryn A",,,,,raa110030,robert ackerman,Research Methods in Behavioral and Brain Sciences - Part II 
JAPN,2312,001,2,1,4,1,1,2,,,,,,1,1,0,,,,,"Kroska, Nami",,,,,,nxk167330,nami kroska,Intermediate Japanese II 
ENTP,6315,0W1,,2,2,5,2,1,,,,,,,1,0,,,,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Entrepreneurial Finance 
ARTS,2316,501,1,10,,,1,1,,,,,,,,0,,,,,"Egan, Trey T",,,,,,tte150130,trey egan,Painting Foundations 
BMEN,1208,108,,5,1,3,,1,2,1,,,,,,0,,,,,"Meyer, Clark A","Zhou, Ximing",,,,,cam140130,clark meyer,Introduction to Bioengineering II 
CE,3310,001,1,5,4,2,1,,,,,,,,,0,,,,,"Frensley, William",,,,,,frensley,william frensley,Electronic Devices 
EE,1202,304,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M",,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
MATH,2414,343,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Integral Calculus 
EE,1202,302,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Chen, Pengyuan",,dcc095020,diana cogan,Introduction to Electrical Engineering II 
EE,1202,306,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Mohamed, Ahmed M",,dcc095020,diana cogan,Introduction to Electrical Engineering II 
CE,6302,001,,,,,,,,,,,,,,0,,,,,"Bennett, Terrell R","Birjandtalab Golkhatm, Javad",,,,,trb052000,terrell bennett,Microprocessor Systems 
BMEN,1208,104,,,,2,3,2,,2,,,,,,5,,,,,"Levene, Stephen","Jayanand, Kishan","Dolui, Swapnil",,,,sdlevene,stephen levene,Introduction to Bioengineering II 
PHYS,2421,HN1,1,1,3,4,,1,,,,,,,,2,,2,,,"Izen, Joseph",,,,,,joe,joseph izen,Honors Physics I - Mechanics and Heat 
HONS,3199,HN3,,9,1,1,1,,,,,,,,,2,,,,,"Cotter, Sean J",,,,,,sjc010100,sean cotter,Collegium V Honors Readings 
ARTS,3315,001,6,3,2,,1,,,,,,,,,2,,,,,"Curry, Val",,,,,,vxc110930,val curry,The Art of Tinkering  Creating at the intersection of Art  Science and Technology 
MATH,2333,001,2,1,,1,,3,1,2,,,,,2,2,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Matrices  Vectors  and Their Application 
PHYS,5395,001,,5,3,1,1,,1,1,,,,,,0,,,,,"Ishak-Boushaki, Mustapha","Fong, Matthew",,,,,mxi054000,mustapha ishak boushaki,Cosmology 
EECT,6379,001,,3,5,,3,,,2,,,,,,1,,,,,"Ma, Dongsheng","Yan, Dong",,,,,dxm101000,dongsheng ma,Energy Harvesting  Storage and Powering for Microsystems 
BMEN,3150,105,2,1,3,,,4,1,1,,,,,1,1,,,,,"Winter, Patrick M","Abraham, Alejandro","Raut, Saurabh Vikas",,,,pxw151030,patrick winter,Biomedical Engineering Laboratory 
PA,6399,501,,13,,,,,,,,,,,,1,,,,,"Harrington, James","Abraham, Romeo",,,,,jxh134630,james harrington,Capstone in Public Affairs 
HONS,3199,H11,8,1,3,1,,,,,,,,,,1,,,,,"Marks, William",,,,,,wxm180005,william marks,Collegium V Honors Readings 
HUHI,6395,001,,8,4,1,,,,,,,,,,0,,1,,,"Bambach, Charles",,,,,,cbambach,charles bambach,Topics in the History of Ideas 
CRWT,3307,HN1,,13,,,,,,,,,,,,0,1,,,,"Watkins, Latoya S",,,,,,lws031000,latoya watkins,Creating Short Stories 
CRWT,3351,001,,9,1,,,1,1,,,,,,1,1,,,,,"Lyons, Elizabeth",,,,,,exl180020,,Creating Poetry 
ATCM,4315,001,,13,,,,,,,,,,,,1,,,,,"Hall, Phillip",,,,,,pxh151330,phillip hall,Computer Animation III 
HONS,3199,HN5,4,8,1,,,,,,,,,,,1,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow,Collegium V Honors Readings 
HUSL,7309,001,,5,5,3,,,,,,,,,,0,,1,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Advanced Studies in Literary Movements 
DANC,3342,0H1,13,,,,,,,,,,,,,1,,,,,"Owens, Misty",,,,,,mxo122530,misty owens,Advanced Topics in Dance 
CHEM,4473,002,,1,3,1,,3,,1,2,1,,,1,0,,1,,,"Huang, Yu","Welch, Raymond P","Calubaquib, Erika Joy",,,,yxh091220,yu huang,Physical Measurements Laboratory 
CHEM,5361,001,,10,,,2,2,,,,,,,,0,,,,,"D'Arcy, Sheena",,,,,,sxd156730,sheena darcy,Advanced Biochemistry 
SPAN,1312,001,2,10,,,1,1,,,,,,,,0,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone,Beginning Spanish II 
ATCM,4346,001,,3,5,3,1,,,2,,,,,,0,,,,,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab II 
AMS,2390,002,,3,3,3,1,1,1,2,,,,,,0,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Topics in American Studies 
BMEN,1208,107,4,2,1,2,3,1,,,,,,,1,0,,,,,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer,Introduction to Bioengineering II 
ARTS,3371,001,,3,2,2,1,3,,,,,,,3,0,,,,,"Miller, Cynthia M",,,,,,cmm016900,cynthia miller,Photography  Black White 
OPRE,4360,501,,13,,,1,,,,,,,,,0,,,,,"Parks, David","Li, Hehe",,,,,dxp153830,david parks,Capstone Projects in Supply Chain Management 
ECON,7311,002,,5,5,4,,,,,,,,,,0,,,,,"Li, Dong","Hou, Aoyu",,,,,dxl145430,dong li,Special Topics in Econometric and Spatial Analysis 
MATH,1326,005,3,3,1,,1,,,2,1,1,,,2,0,,,,,"Mussa, Derege",,,,,,dxm146130,derege mussa,Applied Calculus II 
BMEN,3130,101,,2,3,2,1,2,1,3,,,,,,0,,,,,"Bian, Fang","Atmaramani, Rahul","Dhamu, Vikram Narayanan",,,,fxb180003,,Engineering Physiology Laboratory 
BMEN,7189,003,,11,3,,,,,,,,,,,0,,,,,"Romero-Ortega, Mario I",,,,,,mir140030,,Advanced Seminars in Biomedical Engineering II 
AUD,7326,501,,14,,,,,,,,,,,,0,,,,,"Thibodeau, Linda K",,,,,,thib,linda thibodeau,Aural Habilitation of Children with Hearing Impairments 
CE,1337,001,1,,,,2,3,1,3,1,,3,,,0,,,,,"Arnold, Gordon L",,,,,,gxa120930,gordon arnold,Computer Science I 
MUSI,2319,002,,5,3,,1,,,1,,,2,,2,0,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Digital Music I 
CE,4389,002,,7,1,2,,3,,1,,,,,,0,,,,,"Hansen, John",,,,,,jxh052100,john hansen,Senior Design Project II 
AUD,7351,001,,14,,,,,,,,,,,,0,,,,,"Griffiths, Scott K","Escabi, Celia D",,,,,skg180000,,Physiologic Assessment of Vestibular System 
HONS,3104,HN1,3,8,3,,,,,,,,,,,0,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow,Foreign Film   Political Culture 
HIST,3376,001,,2,1,2,1,4,1,1,1,,,,1,0,,,,,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg,American Intellectual History  Colonial to the Civil War 
LIT,3337,001,,2,,3,3,4,,2,,,,,,0,,,,,"Cotter, Sean J",,,,,,sjc010100,sean cotter,Comparisons 
ACCT,6331,001,,3,6,4,1,,,,,,,,,0,,,,,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman,Cost Accounting 
MSEN,3302,001,,,4,5,5,,,,,,,,,0,,,,,"Auciello, Orlando H",,,,,,oha120030,orlando auciello,Microscopy  Spectroscopy  and Nanotech Instrumentation 
BMEN,6345,001,,10,2,,2,,,,,,,,,0,,,,,"Schmidtke, David W",,,,,,dws140430,david schmidtke,Self-Assembly of Biomaterials 
EPPS,6356,001,,10,,,4,,,,,,,,,0,,,,,"Ho, Karl",,,,,,kxh022100,karl ho,Data Visualization 
SPAN,1311,002,,1,4,1,1,3,,2,2,,,,,0,,,,,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent,Beginning Spanish I 
JAPN,1312,001,7,2,1,1,,1,1,,,,,,1,0,,,,,"Allred, Michael K",,,,,,mka170830,michael allred,Beginning Japanese II 
SPAU,3342,501,3,3,2,2,1,,1,,,,1,,1,0,,,,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot,Exceptional Children 
ATCM,4326,001,,1,3,3,5,,,,,,,,2,0,,,,,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Mediated Textuality 
REAL,4321,501,2,2,,1,3,2,,4,,,,,,0,,,,,"Hedgecock, Blake M",,,,,,bxh132030,blake hedgecock,Real Estate Law and Contracts 
BMEN,1208,101,2,3,3,,1,2,,2,,,,,1,0,,,,,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer,Introduction to Bioengineering II 
ACCT,4342,PP1,1,5,3,2,1,,2,,,,,,,0,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
MIS,6346,501,,3,2,2,5,2,,,,,,,,0,,,,,"Cankaya, Hakki C","Tripathi, Aarohi",,,,,hcc072000,hakki cankaya,Big Data 
PSY,3393,501,1,1,7,2,1,2,,,,,,,,0,,,,,"Shirvani, Forouz","Agres, Phillip F",,,,,fxk024000,forouz shirvani,Experimental Projects in Psychology 
BMEN,1208,106,5,2,3,2,,1,1,,,,,,,0,,,,,"Ardestani Khoubrouy, Soudeh","Zhou, Ximing",,,,,sxa074200,soudeh khoubrouy,Introduction to Bioengineering II 
ECON,5322,501,,11,1,1,,,,1,,,,,,0,,,,,"Grover, William C",,,,,,wcg071000,william grover,Macroeconomic Theory for Applications 
BUAN,6356,005,,3,5,3,,1,,2,,,,,,0,,,,,"Chen, Jianqing","Banda, Sanjana",,,,,jxc111031,jianqing chen,Business Analytics With R 
SE,3162,052,,9,3,,1,,,,,,1,,,0,,,,,"Smith, Klyne",,,,,,kxs180052,klyne smith,Professional Responsibility in Computer Science and Software Engineering 
HONS,3101,HN1,1,11,2,,,,,,,,,,,0,,,,,"Harpham, Edward",,,,,,harpham,edward harpham,Medicine  Politics  and Philosophy 
CS,3354,HON,4,2,2,3,1,1,,1,,,,,,0,,,,,"Marcus, Andrian","Mousavi, Pooneh",,,,,axm141731,andrian marcus,Software Engineering 
COMM,4340,0H1,1,6,1,5,,,1,,,,,,,0,,,,,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Small Group Communication 
SYSM,6327,001,,4,4,3,3,,,,,,,,,0,,,,,"Reynolds, Samuel E",,,,,,ser180002,,Systems Reliability 
BMEN,6382,001,,3,10,1,,,,,,,,,,0,,,,,"Bleris, Leonidas",,,,,,lxb092000,leonidas bleris,Systems Biology 
ATCM,3365,501,1,7,4,1,,1,,,,,,,,0,,,,,"Billingslea, Steven L",,,,,,slb073000,steven billingslea,Game Design I 
MATH,1314,003,,,,,2,5,2,1,,,,1,3,0,,,,,"McCary, Brady C",,,,,,bcm052000,brady mccary,College Algebra 
PA,6311,0W1,,11,,2,1,,,,,,,,,0,,,,,"Sabharwal, Meghna",,,,,,mxs095000,meghna sabharwal,Public Management 
HCS,7310,001,,8,1,2,1,1,1,,,,,,,0,,,,,"Wang, Jun",,,,,,jxw130130,jun wang,Advanced Research Methods 
GEOS,5387,001,,6,3,,3,1,,,,,,,1,0,,,,,"Ferguson, John F",,,,,,ferguson,john ferguson,Applied Geophysics 
EERF,6351,501,,14,,,,,,,,,,,,0,,,,,"Henderson, Rashaunda M",,,,,,rmh072000,rashaunda henderson,Computational Electromagnetics 
ARTS,3368,001,2,12,,,,,,,,,,,,0,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn,Mixed Media 
HUSL,6309,501,,12,1,1,,,,,,,,,,0,,,,,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez,Literary Movements 
BMEN,3150,106,1,1,4,,1,3,,1,,2,1,,,0,,,,,"Winter, Patrick M","Abraham, Alejandro","Raut, Saurabh Vikas",,,,pxw151030,patrick winter,Biomedical Engineering Laboratory 
HUMA,6300,501,,7,3,3,,1,,,,,,,,0,,,,,"Brown, Matthew",,,,,,mxb091000,matthew brown,Interdisciplinary Approaches to the Arts and Humanities 
EE,3120,107,6,1,,2,1,1,,,1,,,,2,0,,,,,"Khoobroo, Amir","Zaman, Monir M",,,,,axk144831,amir khoobroo,Digital Circuits Laboratory 
MATH,2413,323,,,,,,,,,,,,,,0,,,,,"Ding, Hui",,,,,,hxd162130,hui ding,Differential Calculus 
PHYS,3427,301,,,,,,,,,,,,,,0,,,,,"Frazier, Gary A",,,,,,gaf012000,gary frazier,Electronics with Laboratory 
MATH,2414,338,,,,,,,,,,,,,,0,,,,,"Westbury, Bruce W",,,,,,bww180001,bruce westbury,Integral Calculus 
MATH,2419,302,,,,,,,,,,,,,,0,,,,,"Miller, James W",,,,,,jwm170630,james miller,Calculus II 
IMS,3092,0S1,,,,,,,,,,,,,,0,15,,,,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan,Regional Management Area Studies  Western Europe 
CE,1202,304,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M",,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
BIOL,6384,001,,,,,,,,,,,,,,0,,,,,"Candas, Mehmet","Liu, Li","Guo, Lan","Rughwani, Tripta","Chen, Hao",,candas,mehmet candas,Biotechnology Laboratory 
MATH,2414,348,,,,,,,,,,,,,,0,,,,,"Aman, Kelly",,,,,,kxa143530,kelly aman,Integral Calculus 
EE,1202,303,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M","Chen, Pengyuan",,dcc095020,diana cogan,Introduction to Electrical Engineering II 
MATH,2414,326,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Integral Calculus 
MATH,2414,344,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi","Hart, Russell A",,,,,sxc173731,sl ghi choi,Integral Calculus 
CE,1202,302,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Chen, Pengyuan",,dcc095020,diana cogan,Introduction to Electrical Engineering II 
MATH,2414,316,,,,,,,,,,,,,,0,,,,,"Sauter, Alan D","Rajapaksha, Rajapaksha Mudalige S",,,,,ads014500,alan sauter,Integral Calculus 
CE,1202,303,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M","Chen, Pengyuan",,dcc095020,diana cogan,Introduction to Electrical Engineering II 
NATS,3343,002,,5,1,3,2,1,,,,,,,,2,,1,,,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey,Classroom Interactions 
HCS,6315,001,,9,3,1,,,,,,,,,,0,,1,,,"Goffman, Lisa A",,,,,,lag160930,,Grant Writing for Researchers 
FIN,4303,001,,14,,,,,,,,,,,,0,,,,,"Furst, Jack D",,,,,,jdf170030,jack furst,Investment Strategies 
PPPE,6347,001,,5,3,3,2,,1,,,,,,,1,,,,,"Elliott, Euel W",,,,,,eelliott,euel elliott,Proseminar in Political Institutions and American Politics 
ACN,6348,501,,6,5,2,1,,,,,,,,,1,,,,,"Golden, Richard","Ryland, James W",,,,,golden,richard golden,Neural Net Mathematics 
CE,3310,002,2,1,,1,3,2,1,2,,1,,1,,1,,,,,"Coleman, James J","Chen, Jianfei",,,,,jjc130530,james coleman,Electronic Devices 
MUSI,2319,001,1,11,,,,,1,,,,,,1,1,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Digital Music I 
HCS,6341,001,,7,1,3,1,1,,1,,,,,,0,,1,,,"Ploski, Jonathan E",,,,,,jep101000,jonathan ploski,Genes  Brain  and Behavior 
HONS,3199,HN1,3,7,3,,,,,1,,,,,,1,,,,,"Thompson, Christina M","Rippel, Scott A",,,,,cmt120030,christina thompson,Collegium V Honors Readings 
SPAN,2311,001,,5,4,2,,2,,,,,,,1,1,,,,,"Malouf, Maria",,,,,,mxm180084,,Intermediate Spanish I 
AMS,4300,001,,10,3,1,,,,,,,,,,1,,,,,"Parker, Teresa L",,,,,,tparker,teresa parker,Oral and Written Communication for the Classroom 
CHIN,1311,001,7,4,2,1,,,,,,,,,,1,,,,,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese I 
OPRE,6301,PW1,,9,2,2,,,,1,,,,,,0,,1,,,"Wiorkowski, John",,,,,,wiorkow,john wiorkowski,
HUHI,6320,501,,5,4,3,1,,1,,,,,,,1,,,,,"Stewart, Whitney",,,,,,wxs160630,whitney stewart,Perceptions of the Past 
MECO,6355,001,,9,2,3,,,,,,,,,,0,,,,,"Bolton, Gary","Katok, Elena M",,,,,gxb122130,gary bolton,Deal Making Strategies 
MECH,4382,003,,2,5,3,1,,2,1,,,,,,1,,,,,"Hart, Robert A","Park, Wooram","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart,Senior Design Project II 
LIT,1301,501,,3,,,4,,,1,,,4,,2,1,,,,,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh,Introduction to Literature 
EE,3110,103,,6,5,,2,1,1,,,,,,,0,,,,,"Lee, Gil S","Choi, Ye I",,,,,gslee,gill lee,Electronic Devices Laboratory 
