Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BIOL,2281,309,2,2,4,3,3,3,2,1,1,,,,,2,"Mehta, Iti","Moore, Dalton E",,,,,ixm121430,iti mehta,Introductory Biology Laboratory 
BIOL,2281,310,5,3,4,5,1,1,1,1,2,,,,,0,"Mehta, Iti","Udhayakumar, Bhavatharini",,,,,ixm121430,iti mehta,Introductory Biology Laboratory 
BIOL,2281,312,3,5,9,1,1,1,,1,,2,,,,0,"Mehta, Iti","Xia, Jing",,,,,ixm121430,iti mehta,Introductory Biology Laboratory 
BIOL,2281,314,4,,5,5,1,4,,2,1,1,,,,0,"Mehta, Iti","Udhayakumar, Bhavatharini",,,,,ixm121430,iti mehta,Introductory Biology Laboratory 
CHEM,1111,103,,9,3,1,2,1,,2,,,1,2,2,0,"Dissanayake, Dushanthi S","Nguyen, Trang",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,2123,124,13,5,2,,1,1,,,,,,,,1,"Tran, Daniel N","Wijesundara, Yalini H",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory I 
MATH,1326,001,8,1,2,1,,,2,2,1,1,1,,2,2,"Guo, Huizhen",,,,,,hxg190020,huizhen guo,Applied Calculus II 
MATH,5301,501,,16,1,3,1,,,,,,,,,2,"Makarenkov, Oleg","Murza, Adrian C",,,,,oxm130230,oleg makarenkov,Elementary Analysis I 
MATH,6319,501,,18,4,1,,,,,,,,,,0,"Ramakrishna, Viswanath",,,,,,vish,viswanath ramakrishna,Principles and Techniques in Applied Mathematics I 
UNIV,1100,001,3,6,2,4,3,2,3,,,,,,,0,"Welgehausen, Eric C",,,,,,ericw,,Freshman Seminar - Undeclared 
COMM,1311,001,,,7,5,3,2,1,1,3,1,,,,1,"Baker, Barbara L",,,,,,blb140430,barbara baker,Survey of Oral and Technology-based Communication 
COMM,1311,005,7,6,2,4,2,,1,,1,1,,,,0,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
COMM,1311,006,5,9,2,4,2,2,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
COMM,1311,007,15,5,,,3,1,,,,,,,,0,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
COMM,1311,008,18,5,1,,,,,,,,,,,0,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,010,14,3,3,1,,3,,,,,,,,0,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,012,7,5,4,3,2,1,,,,1,,,,1,"Krishnaswamy, Nandini",,,,,,nxk176230,,Survey of Oral and Technology-based Communication 
COMM,1311,013,20,2,1,,,,,,,,,,1,0,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
COMM,1311,014,15,3,2,1,1,1,,1,,,,,,0,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,016,19,2,,1,1,1,,,,,,,,0,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Survey of Oral and Technology-based Communication 
COMM,1311,017,3,4,6,4,1,1,,2,,,,,2,1,"Templeton, Allison A",,,,,,aam141730,allison templeton,Survey of Oral and Technology-based Communication 
COMM,1311,018,8,4,6,2,2,1,,,,,,,,1,"Templeton, Allison A",,,,,,aam141730,allison templeton,Survey of Oral and Technology-based Communication 
COMM,1311,019,7,5,3,4,3,2,,,,,,,,0,"Moss, Daniel J",,,,,,djm161130,daniel moss,Survey of Oral and Technology-based Communication 
COMM,1311,020,4,6,7,2,3,,,,,,,,2,0,"Moss, Daniel J",,,,,,djm161130,daniel moss,Survey of Oral and Technology-based Communication 
COMM,1311,021,7,7,2,2,,1,,,,,,,5,0,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,Survey of Oral and Technology-based Communication 
COMM,1311,025,4,4,5,1,2,,1,2,1,1,,,3,0,"Aranda, Johnson",,,,,,jxa190020,johnson aranda,Survey of Oral and Technology-based Communication 
COMM,1311,0W7,11,6,5,,,,,,,,,,1,1,"Tanner, Lari J",,,,,,ljt130130,lari tanner,
COMM,1311,501,9,8,2,2,,1,1,,,,1,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon,Survey of Oral and Technology-based Communication 
COMM,1311,507,9,6,4,,3,,,2,,,,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon,Survey of Oral and Technology-based Communication 
COMM,1311,508,11,9,1,2,,1,,,,,,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon,Survey of Oral and Technology-based Communication 
COMM,1311,5W2,14,7,,2,,,,1,,,,,,0,"Gregory, Mona Y",,,,,,myg140030,mona gregory,Survey of Oral and Technology-based Communication 
COMM,1311,5W4,9,6,1,1,,1,2,,,1,,,3,0,"Gregory, Mona Y",,,,,,myg140030,mona gregory,Survey of Oral and Technology-based Communication 
COMM,1315,0H1,15,3,,1,,,,,,1,,,2,2,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,1315,0H2,21,2,1,,,,,,,,,,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,1315,0W4,2,7,6,2,1,2,1,1,,,,,1,1,"Baynham, Karen M",,,,,,contemp,karen baynham,
COMM,1315,5H2,11,2,1,1,2,2,2,,,,,,,3,"Skiles, Bradley W",,,,,,bws150030,bradley skiles,Public Speaking 
DANC,2332,001,14,4,,1,,,,3,,,1,,1,0,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Modern Dance 1 
HIST,3301,001,,1,2,2,2,4,2,3,1,,,,5,2,"Farmer, J Michael",,,,,,jmf073000,michael farmer,Historical Inquiry 
HUMA,1301,HN1,1,15,7,1,,,,,,,,,,0,"Wilson, Michael",,,,,,mwilson,michael wilson,Exploration of the Humanities 
JAPN,2311,001,1,5,6,2,1,1,1,1,1,,2,,2,1,"Kroska, Nami",,,,,,nxk167330,nami kroska,Intermediate Japanese I 
THEA,1351,001,2,13,4,2,,2,,,,,,,1,0,"Hibbs, Shelby A",,,,,,sah140730,shelby hibbs,Acting 1 
THEA,3323,001,1,12,3,3,2,1,1,,,,,,1,0,"Hibbs, Shelby A",,,,,,sah140730,shelby hibbs,Performance in Historical Context 
ATCM,1100,002,1,1,2,3,2,1,2,3,,1,3,1,4,0,"Nielsen, Christina R","Wilson, David N","Monjoree, Uttamasha",,,,crn022000,christina nielsen,First Year Seminar 
ATCM,2345,003,2,4,4,5,5,,,,2,,1,,1,0,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,4397,001,7,6,2,4,3,,,1,1,,,,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Senior Seminar 
ATCM,4397,004,4,6,,1,,2,3,3,3,1,1,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Senior Seminar 
CLDP,3394,001,,18,,,6,,,,,,,,,0,"Grant, Meridith G",,,,,,mga061000,meridith grant,Research and Evaluation Methods 
CLDP,4344,001,8,8,6,1,,,1,,,,,,,0,"Ward, Felicia",,,,,,few160030,felicia ward,Child Psychopathology 
COMD,6240,001,,24,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Professional Issues in Speech Language Pathology 
NSC,4351,001,15,6,,1,,,,1,,,,,1,0,"Miller, Van S",,,,,,vxm077000,van miller,Medical Neuroscience 
PSY,3322,001,,19,,,5,,,,,,,,,0,"Small, Trillion N",,,,,,txs174730,trillion small,Psychology of Adjustment 
PSY,3393,005,5,8,5,3,1,1,,,,,,,1,0,"Schwark, Gayle","Hudson, Rachael N",,,,,gxs180015,gayle schwark,Experimental Projects in Psychology 
BMEN,3120,101,5,11,3,3,,,1,,,,,,,1,"Ali, Tariq M","Amarneh, Bushra B",,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,102,3,7,5,4,2,,2,,,,,,1,0,"Ali, Tariq M","Dolui, Swapnil",,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,105,4,8,7,1,2,2,,,,,,,,0,"Winter, Patrick M","Amarneh, Bushra B","Dolui, Swapnil","Ramasamy, Mohanraj",,,pxw151030,patrick winter,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3325,001,16,5,3,,,,,,,,,,,0,"Taha, Abraham M","Mir, Ali",,,,,mxt108120,abraham taha,Advanced Computational Tools for Biomedical Engineering 
BMEN,4110,104,8,9,1,1,,1,2,,,,1,1,,0,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro","Raut, Saurabh Vikas",,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,6374,001,,10,6,7,1,,,,,,,,,0,"Bleris, Leonidas",,,,,,lxb092000,leonidas bleris,Genes  Proteins and Cell Biology for Engineers 
CS,1134,602,14,3,,2,,,,1,,,,,2,2,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science Laboratory 
CS,2305,006,1,3,2,2,4,1,1,2,,,,,6,2,"Dhoked, Sahil",,,,,,sxd167930,,Discrete Mathematics for Computing I 
EERF,6395,001,,7,2,6,3,2,1,3,,,,,,0,"Lehmann, Randall E","Fang, Lei",,,,,rel041000,randall lehmann,RF and Microwave Systems Engineering 
MECH,2120,101,3,6,5,5,2,2,,,,,,,1,0,"Minary-Jolandan, Majid","Feng, Cheng",,,,,mxm124631,majid minary,Mechanics of Materials Laboratory 
MECH,2120,102,2,9,6,3,2,,1,,,,,,,1,"Minary-Jolandan, Majid","Feng, Cheng",,,,,mxm124631,majid minary,Mechanics of Materials Laboratory 
MECH,2120,103,8,10,3,1,2,,,,,,,,,0,"Minary-Jolandan, Majid","Bian, Ning",,,,,mxm124631,majid minary,Mechanics of Materials Laboratory 
MECH,2120,105,,8,9,5,,,,,,,,,2,0,"Minary-Jolandan, Majid","Cao, Dongyang",,,,,mxm124631,majid minary,Mechanics of Materials Laboratory 
MECH,3115,102,,8,9,4,1,,1,,,,,,1,0,"Ouyang, Hui","Rana, Santosh K",,,,,hxo150330,hui ouyang,Fluid Mechanics Laboratory 
MECH,3115,103,,16,4,,4,,,,,,,,,0,"Ouyang, Hui","Rana, Santosh K",,,,,hxo150330,hui ouyang,Fluid Mechanics Laboratory 
MECH,3115,105,,15,8,,,,,,,,,,,1,"Ouyang, Hui","Lee, Sanghun",,,,,hxo150330,hui ouyang,Fluid Mechanics Laboratory 
MECH,3120,101,17,4,2,1,,,,,,,,,,0,"Hassanipour, Fatemeh","Azarnoosh, Jamasp",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,3120,102,17,7,,,,,,,,,,,,0,"Hassanipour, Fatemeh","Zaherisarabi, Shadi",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,3120,103,21,3,,,,,,,,,,,,0,"Hassanipour, Fatemeh","Jiang, Lin",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,3120,104,10,5,2,4,3,,,,,,,,,0,"Hassanipour, Fatemeh","Rukhsar, Aqsa",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,3120,106,21,2,,1,,,,,,,,,,0,"Hassanipour, Fatemeh","Zaherisarabi, Shadi",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,3120,107,19,3,1,1,,,,,,,,,,0,"Hassanipour, Fatemeh","Azarnoosh, Jamasp",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
MECH,4110,104,2,5,1,4,8,2,,2,,,,,,0,"Koeln, Justin P","Madera, Jonathan",,,,,jpk170130,,Systems and Controls Laboratory 
MECH,4110,106,1,5,,6,8,3,,,1,,,,,0,"Koeln, Justin P","Li, Changyuan",,,,,jpk170130,,Systems and Controls Laboratory 
CRIM,4396,001,,19,,,1,,,4,,,,,,0,"Wheeler, Andrew",,,,,,axw161530,,Selected Topics in Criminology 
ECON,4334,501,4,7,4,4,1,2,,,1,,,,,1,"Ahmadi, Maryam",,,,,,mxa143930,maryam ahmadi,Experimental Economics 
GEOG,3377,501,3,6,5,2,3,1,2,,1,1,,,,0,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Urban Planning and Policy 
GOVT,2306,HN1,4,4,7,4,4,,,,,,,,,1,"Dow, Douglas C",,,,,,dougdow,douglas dow,State and Local Government 
PA,3306,001,,10,7,5,2,,,,,,,,,0,"Abraham, Romeo",,,,,,rxa164430,,Advanced Research and Writing for the Policy Sciences 
SOC,2300,001,,3,1,5,6,5,1,1,,,,,2,0,"Smith, Erin",,,,,,erins,erin smith,Introduction to Gender Studies 
SOC,3379,001,4,18,2,,,,,,,,,,,0,"Zvobgo, Varaidzo",,,,,,vxz160130,varaidzo zvobgo,Diversity in the Public Sector 
ED,3380,501,9,3,8,3,,,,,,,,,,1,"Hart, Nicola",,,,,,nxh171730,nicola hart,Curriculum and Instruction in English 
ED,4361,501,1,15,7,,,,,,,,,,,1,"Pollock, Laurie L",,,,,,lly062000,laurie youngblood pollock,Classroom Management Secondary 
BCOM,3310,014,3,4,7,1,3,2,,3,,,,,1,0,"Ahlberg, Mehrzad","Tanabe, Takuma",,,,,mxa087100,mehrzad ahlberg,Business Communication 
ENTP,4330,001,6,6,4,2,5,1,,,,,,,,0,"Welbourne Eleazar, Miranda J",,,,,,mjw160530,miranda welbourne eleazar,Entrepreneurial Marketing 
ENTP,6375,0W1,,6,5,4,2,3,,1,,,,,2,1,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler,Technology and New Product Development 
FIN,6350,501,,10,2,1,4,2,1,2,,,,,,2,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk,Advanced Corporate Finance 
IMS,6204,555,,9,,,15,,,,,,,,,0,"Peng, Mike","Neumannova, Anita",,,,,mxp059000,mike peng,Global Business 
IMS,6310,501,,2,11,7,3,1,,,,,,,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,,sxl029100,,International Marketing 
MECO,7312,001,,7,5,3,5,4,,,,,,,,0,"Chiong, Khai X",,,,,,kxc173030,khai chiong,Advanced Statistics and Probability 
MIS,6309,0W1,,6,4,7,2,5,,,,,,,,0,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,,jdb101000,judd bradbury,Business Data Warehousing 
MIS,6330,501,,9,10,4,1,,,,,,,,,0,"Lahiri, Atanu","Kapadia, Hemanshu M",,,,,axl144730,atanu lahiri,Cybersecurity Fundamentals 
MIS,6356,0W1,,10,1,5,3,2,,,,,,,,3,"Parker, Jason A","Rajendran, Adityan",,,,,jap090020,jason parker,Business Analytics With R 
MKT,6341,501,,10,2,3,8,1,,,,,,,,0,"Edsel, Alexander D","Subramanian, Thyagarajan",,,,,ade012000,alexander edsel,Marketing Automation and Campaign Management 
OPRE,6302,CW1,,8,7,6,3,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh,
OPRE,6332,501,,9,7,4,1,1,,,,,,,2,0,"Ramanathan, Kannan","Ramakrishnan, Jaishree","Li, Changpei",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
BIOL,2281,303,3,2,5,3,3,3,1,1,3,,,,,0,"Lin, Wen J","Ratevosyan, Richard",,,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,3520,301,4,11,4,4,,1,,,,,,,,0,"Palmer, Kelli L","Avadhanam, Nymisha","Dahl, Haley C","Marco, Belle","Ebrahimzadeh Pirshahid, Tahmineh",,klp120030,kelli palmer,General Microbiology with Lab 
CHEM,1111,142,2,12,7,,,,1,,,,,,2,0,"Jaggi, Neelam","Parker, Dynasty M","Firouzi, Hamid Reza",,,,nxj190013,,General Chemistry Laboratory I 
CHEM,1111,151,7,10,1,1,1,1,,1,,1,,,1,0,"Anka, Fadwa H","Kannangara, Dona Prashansa B",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
MATH,2420,HN1,11,9,1,1,1,1,,,,,,,,0,"Dabkowski, Mieczyslaw K","Sechkin, Georgii",,,,,mkd034000,mieczyslaw dabkowski,Differential Equations with Applications 
PHYS,4352,001,,7,4,1,7,1,1,1,,1,1,,,0,"Shi, Xiaoyan","Kakani, Vivek M",,,,,xxs151730,xiaoyan shi,Concepts of Modern Physics 
STAT,4382,001,1,9,1,2,3,2,3,1,,,,,2,0,"Koshevnik, Yuly","Thompson, Patrick A",,,,,yxk055000,yuly koshevnik,Stochastic Processes 
STAT,6337,001,,4,4,3,3,3,1,3,,,,,2,1,"Biswas, Swati","Wu, Jiaju",,,,,sxb125731,swati biswas,Advanced Statistical Methods I 
UNIV,1100,002,9,9,2,1,1,1,1,,,,,,,0,"Welgehausen, Eric C",,,,,,ericw,,Freshman Seminar - Undeclared 
PSY,3336,001,,10,,,6,2,,4,,,2,,,0,"Vanbeveren, Jacoba G",,,,,,jtv013100,,Infancy 
EE,3320,001,4,3,3,1,5,2,,1,,2,1,,1,1,"Cogan, Diana L","Wang, Zi","Wang, Yifan",,,,dcc095020,diana cogan,Digital Circuits 
ECON,3311,002,,4,1,2,3,3,1,2,1,,3,,4,0,"Dumas, Lloyd","Petosa, Jeremy M",,,,,ljdumas,lloyd dumas,Intermediate Macroeconomic Theory 
HMGT,6321,CH2,,23,,1,,,,,,,,,,0,"Ferrante, Anne M",,,,,,,anne ferrante,
ARTS,1301,HN1,4,14,3,3,,,,,,,,,1,0,"Riccio, Thomas P",,,,,,txr033000,thomas riccio,Exploration of the Arts 
COMM,1315,5H1,11,4,5,2,,1,,1,,,1,,,0,"Skiles, Bradley W",,,,,,bws150030,bradley skiles,Public Speaking 
DANC,2321,001,23,1,,,,,,,1,,,,,0,"Owens, Misty",,,,,,mxo122530,misty owens,Stretch  Conditioning  Alignment 
ATCM,1100,001,2,7,5,,2,1,1,1,,1,,2,3,0,"Nielsen, Christina R","Wilson, David N","Monjoree, Uttamasha",,,,crn022000,christina nielsen,First Year Seminar 
ATCM,2301,002,,9,6,4,2,1,1,1,,,,1,,0,"Veras de Souza, Christine","Enam, Victor J",,,,,cxv180000,christine veras de souza,Computer Imaging 
ATCM,2301,003,6,12,3,1,1,,,,1,,,,1,0,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd,Computer Imaging 
ATCM,2301,004,1,6,8,3,3,1,1,,,,,,1,1,"Veras de Souza, Christine","Enam, Victor J","Bagherzadeh, Elmira",,,,cxv180000,christine veras de souza,Computer Imaging 
ATCM,3365,002,,7,8,1,7,,,2,,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design I 
NSC,4364,001,2,19,1,,1,,,1,,,,,1,0,"Miller, Van S",,,,,,vxm077000,van miller,Journey into Medicine 
PSY,2301,HN1,4,20,1,,,,,,,,,,,0,"Gentsch, Joanna K",,,,,,jgentsch,joanna gentsch,Introduction to Psychology 
PSY,2301,HN2,14,8,3,,,,,,,,,,,0,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas,Introduction to Psychology 
PSY,2317,501,1,5,5,,3,,,2,,,,1,6,2,"Pacheco, Daniel F","Moraglia, Luke E",,,,,pdaniel,daniel pacheco,Statistics for Psychology 
PSY,4324,001,1,8,4,3,,,2,2,,,,,3,2,"Brody, Salena M",,,,,,smb051000,salena brody,The Psychology of Prejudice 
CS,1334,003,3,2,5,3,2,2,,1,,1,,1,3,2,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami,Programming Fundamentals for Non-Majors 
CS,4398,001,3,6,,6,4,1,1,1,3,,,,,0,"Gupta, Neeraj K",,,,,,nkg140130,neeraj gupta,Digital Forensics 
ECS,2361,HN1,3,14,4,2,,1,1,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow,Social Issues and Ethics in Science and Technology 
EECT,6325,002,,4,5,5,4,3,,,,,,,1,3,"Sechen, Carl","Hu, Bo","Salimath, Vibhav Kumarswami",,,,cms057000,carl sechen,VLSI Design 
EEOP,6310,001,,13,12,,,,,,,,,,,0,"Tamil, Lakshman","Kalidas, Vignesh",,,,,laxman,lakshman tamil,Optical Communication Systems 
ECON,2301,HN1,,6,4,1,10,,2,,,,1,,,1,"Grover, William C",,,,,,wcg071000,william grover,Principles of Macroeconomics 
ECON,6305,501,,14,2,4,4,1,,,,,,,,0,"O'Brien, Daniel M",,,,,,obri,daniel obrien,Mathematical Economics 
GEOG,2303,001,1,8,3,2,3,2,,2,,2,1,,,1,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,People and Place  An Introduction to World Geographic Regions 
GOVT,2306,HN3,,21,3,,1,,,,,,,,,0,"Elliott, Euel W","Johnson, Sara K","Latiolais, Jasmine R","Medhi, Kashmiri",,,eelliott,euel elliott,State and Local Government 
SOC,1301,HN1,12,10,3,,,,,,,,,,,0,"Skaggs, Sheryl L",,,,,,slskaggs,sheryl skaggs,Introduction to Sociology 
BIS,1100,001,,22,1,1,,,,,,,,,1,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Interdisciplinary Studies Freshman Seminar 
BIS,1100,004,17,5,,,2,,,,,,,,1,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,Interdisciplinary Studies Freshman Seminar 
ED,4372,5H1,13,7,3,1,1,,,,,,,,,0,"Mahmoud, Ramy A",,,,,,mahmoudr,ramy mahmoud,Educational Technology 
ACCT,3350,PP1,3,2,9,8,2,,,,,,,,1,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher,Fundamentals of Taxation 
BPS,4305,001,1,3,,5,6,4,1,1,1,1,1,,,1,"Chasteen, Larry H","Teschner, Ryan S",,,,,chasteen,larry chasteen,
BPS,6256,XS1,,13,2,7,2,,1,,,,,,,0,"Solomon, Lawrence N",,,,,,,lawrence solomon,
BPS,6310,XS1,,13,,,12,,,,,,,,,0,"Peng, Mike",,,,,,mxp059000,mike peng,
FIN,6253,XS1,,18,2,3,1,,1,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
HMGT,6334,501,,7,5,9,3,,,,,,,,,1,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,,mua120030,mehmet ayvaci,Healthcare Analytics 
ITSS,4351,002,1,3,3,5,7,4,1,1,,,,,,0,"Pandian, Thiru","Muthukrishnan, Bharathi",,,,,txp190010,thiru pandian,Foundations of Business Intelligence 
MIS,6320,501,,15,4,4,2,,,,,,,,,0,"Atabansi, Lloyd A","Tran, Quan T",,,,,laa190003,lloyd atabansi,Database Foundations 
MIS,6346,002,,22,2,,,,,,,,,,,1,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari,Big Data 
MKT,6301,001,,6,3,6,7,2,1,,,,,,,0,"Kuksov, Dmitri","Elmi, Omid",,,,,dgk120030,dmitri kuksov,Marketing Management 
OB,6152,XS1,,25,,,,,,,,,,,,0,"Hicks, Robert",,,,,,,robert hicks,
OB,6348,CW1,,24,,,,,,,,,,,1,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OPRE,6301,CH1,,13,3,3,3,2,,1,,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim,
OPRE,6303,0W1,,11,3,3,5,,,,,,,,,3,"Sethi, Awanti","Gokcinar, Abdullah H",,,,,asethi,awanti sethi,Quantitative Foundations of Business 
OPRE,6362,0W2,,10,4,5,2,2,,,,,,,1,1,"Alborz, Shawn","Wang, Hao",,,,,sxa063000,shawn alborz,Project Management in Engineering and Operations 
CHEM,1112,107,7,11,2,1,1,,1,,,,1,1,,0,"Dissanayake, Dushanthi S","Mills, Kira R",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory II 
CHEM,3472,002,,3,1,3,,4,5,,3,,2,1,,3,"Goux, Warren J","Lumata, Jenica","Cue, John Michael","Franciskovich, Matthew R","Lin, Jason","Hashami, Zohreh",wgoux,warren goux,Instrumental Analysis 
NATS,2333,HN1,23,1,1,,,,,,,,,,,0,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,Energy  Water  and the Environment 
ATCM,3301,503,1,3,11,3,2,,,,,,,,1,2,"Field, Jamie M",,,,,,jmf094020,jamie field,Digital Content Design 
PSCI,4V66,501,20,2,,,,,,,,,,,,0,"Seagroves, Tony A",,,,,,tas064000,tony seagroves,Mock Trial 
BPS,6254,XS1,,12,9,,4,,,,,,,,,0,"Strickland, Warren",,,,,,,warren strickland,
PHYS,6300,001,,14,,4,5,,,1,,,,,1,0,"Izen, Joseph",,,,,,joe,joseph izen,Quantum Mechanics I 
BIOL,5460,001,,3,2,7,10,,,2,,,,,,0,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,,zxx091000,,Quantitative Biology 
ARAB,1311,001,10,11,,4,1,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic I 
MUSI,2113,501,7,18,,,1,,,,,,,,,0,"Gerard, Lori A",,,,,,lag091020,lori gerard,Pep Band 
ATCM,3330,001,6,14,2,2,,1,,1,,,,,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Digital Art and Social Practice 
ATCM,3335,001,4,1,,,1,3,,4,1,1,1,1,7,2,"Kane, Simon A",,,,,,sak043000,simon kane,Internet Studio II 
ATCM,3372,001,4,5,3,2,1,,,4,1,,,,3,3,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Games 
NSC,3361,HN1,5,18,2,1,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow,Introduction to Neuroscience 
PSY,3342,501,3,6,2,5,2,1,1,2,1,,1,1,1,0,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot,Exceptional Children 
CE,3302,001,1,5,,4,1,1,3,5,2,,1,,3,0,"Fumagalli, Andrea",,,,,,andreaf,andrea fumagalli,Signals and Systems 
CE,4304,001,2,4,3,2,3,7,2,,1,,,,1,1,"Makris, Georgios","Zhang, Yunjie",,,,,gxm112130,yiorgos makris,Computer Architecture 
CS,4386,501,4,1,2,3,4,2,1,4,,,1,,3,1,"Gupta, Neeraj K","Hosseini, Seyyed Mohammadsaleh",,,,,nkg140130,neeraj gupta,Compiler Design 
EE,3311,501,2,2,,2,4,6,2,3,2,,,,2,1,"Pourkamali, Siavash","Palit, Prithviraj",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
EE,3350,501,7,3,2,2,7,2,1,,,2,,,,0,"Ahmed, Shaheen","Helwa, Sherief M",,,,,sxa176730,shaheen ahmed,Communications Systems 
BIS,1100,003,,25,,,,,,,,,,,1,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Interdisciplinary Studies Freshman Seminar 
ACCT,6301,GW1,,15,5,1,2,,,2,,,,,,1,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6377,501,,7,15,2,,1,,,,,,,1,0,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion,Corporate Governance 
ENTP,3301,502,4,5,9,4,3,1,,,,,,,,0,"Bhatti, Christopher J",,,,,,cbhatti,christopher bhatti,Innovation and Entrepreneurship 
FIN,4310,501,3,1,3,2,4,3,,3,5,,,1,1,0,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
ITSS,4355,001,5,1,1,2,4,6,2,2,1,,,1,,1,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,,jdb101000,judd bradbury,Data Visualization 
