Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BA,1100,001,3,14,7,6,3,5,2,2,,1,1,,2,1,"Moore, Sarah E",,,,,,sem054000,sarah moore,Business Basics 
HLTH,4305,001,1,4,3,5,4,4,2,4,3,3,4,4,4,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
MATH,1325,501,4,6,4,3,5,5,3,4,3,2,1,3,3,1,"Neustadter, Laurel",,,,,,lxn160230,laurel neustadter,Applied Calculus I 
MATH,2413,011,1,2,1,9,6,2,8,4,2,,2,1,8,1,"Lou, Yifei",,,,,,yxl145331,yifei lou,Differential Calculus 
MATH,1325,502,6,2,3,2,3,6,6,5,4,2,,1,7,1,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Applied Calculus I 
BMEN,2320,001,11,10,4,8,4,3,3,1,,1,,1,1,1,"Ren, Yao","Stevenson, Hunter",,,,,yxr180008,yao ren,Statics 
MATH,2312,003,2,10,5,2,8,5,3,3,3,1,1,,4,1,"Aman, Kelly",,,,,,kxa143530,kelly aman,Precalculus 
MUSI,1306,001,10,9,6,5,6,2,4,2,,1,1,,1,1,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
FIN,3320,011,3,2,2,5,7,3,7,7,2,2,3,2,2,1,"Han, Munhee",,,,,,mxh142730,munhee han,Business Finance 
FIN,3320,014,,11,4,2,14,,1,5,1,,3,1,5,1,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
MKT,6301,0W2,,5,15,14,8,1,3,1,,,,,,1,"Biswas, Abhijit","Mostafa, Ahmed H","Kumar, Sumeet",,,,axb019100,abhijit biswas,Marketing Management 
OBHR,3330,003,1,6,8,5,12,7,7,1,,,,,,1,"Weekley, Jeff A","Dabir, Alok",,,,,jaw160330,jeff weekley,Introduction to Human Resource Management 
MATH,2418,008,7,6,1,4,3,5,3,3,7,2,4,1,1,1,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
FIN,6308,0W1,,19,5,5,8,5,1,4,,,,,,1,"Lewin, Peter","Suvarna, Namrata C",,,,,plewin,peter lewin,Regulation of Business and Financial Markets 
BIOL,2350,001,9,12,,6,4,,3,4,,1,3,,5,1,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Biological Basis of Health and Disease 
MIS,6356,005,,10,14,11,9,3,,,,,,,,1,"Thouin, Mark","Dogaroglu, Seckin",,,,,mxt083000,mark thouin,Business Analytics With R 
MATH,1325,002,4,6,6,5,5,3,5,,1,,4,3,5,1,"Sauter, Alan D",,,,,,ads014500,alan sauter,Applied Calculus I 
OPRE,3310,003,,14,,2,16,,,12,,,2,,,1,"Deluke, Eugene","Qu, Zihao",,,,,gxd052000,eugene deluke,Operations Management 
ACTS,4308,001,,7,6,5,3,4,6,4,5,5,1,,1,1,"Humphreys, Natalia A",,,,,,nah103020,natalia humphreys,Actuarial Financial Mathematics 
SPAU,3344,001,2,,3,3,8,8,4,5,5,2,2,3,3,1,"Powers, Katharine A","Evans, Delaney L",,,,,kap130730,katharine powers,Anatomy and Physiology of Speech and Hearing 
ENGR,3300,501,8,8,,4,8,,5,8,,4,,,3,1,"Nakhaei, Mofid","Nourmohamadi, Hesam",,,,,mxn162630,mofid nakhaei,Advanced Engineering Mathematics 
OBHR,3310,004,6,9,6,6,8,5,4,2,1,,,,1,1,"Ritchey, David B",,,,,,davidr,david ritchey,Organizational Behavior 
OBHR,3310,008,2,13,11,7,5,6,,2,,,2,,,1,"Ritchey, David B",,,,,,davidr,david ritchey,Organizational Behavior 
MATH,1325,003,5,9,9,6,2,4,3,2,1,1,1,1,4,1,"Kehoe, Joselle",,,,,,jxk061000,joselle kehoe,Applied Calculus I 
BMEN,4310,002,5,5,8,6,9,3,3,4,1,,1,,3,1,"Gregg, Robert D","Yeatman, Mark R",,,,,rdg130030,robert gregg,Feedback Systems in Biomedical Engineering 
EE,3310,002,7,16,3,1,5,3,2,4,5,,1,1,,1,"Pourkamali, Siavash","Abousaba, Mohammad F",,,,,sxp124631,siavash pourkamali,Electronic Devices 
IMS,3310,005,,7,6,12,11,2,6,3,,,1,,,1,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu,International Business 
MKT,3300,018,7,6,10,9,7,5,1,1,,1,1,,,1,"Kasaian, Keyvan",,,,,,kxk153830,,Principles of Marketing 
MATH,2312,001,2,12,6,4,2,3,2,2,,1,2,4,8,1,"Aman, Kelly",,,,,,kxa143530,kelly aman,Precalculus 
MATH,2413,008,4,7,1,3,3,3,2,5,3,3,2,2,10,1,"Aman, Kelly",,,,,,kxa143530,kelly aman,Differential Calculus 
ENGR,3341,005,6,15,7,,6,4,2,6,1,,1,,,1,"Webb, Jennifer H","Qiu, Yuning",,,,,jhw170130,jennifer webb,Probability Theory and Statistics 
CS,1136,101,29,3,3,4,2,1,,,1,,1,,4,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
MECO,6303,0W1,,34,3,5,4,2,,,,,,,,1,"Lewin, Peter","Suvarna, Namrata C",,,,,plewin,peter lewin,Business Economics 
MKT,3300,019,3,3,12,6,14,9,1,,,,,,,1,"Lim, Bo Ram",,,,,,bxl131330,bo ram lim,Principles of Marketing 
MATH,2413,024,5,3,3,9,3,1,3,,3,1,3,3,11,1,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Differential Calculus 
ENGR,3300,002,1,10,,1,12,,3,10,3,,5,,3,1,"Lee, Jung S","Baral, Ashwin Bhobani",,,,,jls032000,jung lee,Advanced Engineering Mathematics 
ECON,3330,001,2,13,4,8,8,4,1,2,1,,2,,3,1,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,,lxk010300,luba ketsler,Economics of Health 
BUAN,6356,007,,26,14,6,2,,,,,,,,,1,"Chatterjee, Sourav","Gupta, Aabhas",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
MATH,1325,007,3,8,5,5,3,4,3,4,1,2,4,2,4,1,"Kehoe, Joselle",,,,,,jxk061000,joselle kehoe,Applied Calculus I 
ECS,1100,005,25,7,3,2,1,3,2,2,1,,,,3,1,"Alexander, Sky A",,,,,,saa170003,,Introduction to Engineering and Computer Science 
ED,3339,501,10,19,10,3,6,,1,,,,,,,1,"Nelson, Robert E",,,,,,ren011000,robert nelson,Educational Psychology for Teachers 
FIN,3200,002,3,39,2,1,3,,1,,,,,,,1,"Berardi, Caryn S",,,,,,cds110030,caryn berardi,Introduction to Business and Professional Development 
ACCT,6353,0W1,,16,18,6,4,4,,1,,,,,,1,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
CS,6375,005,,10,8,13,11,5,,1,,,,,1,1,"Ruozzi, Nicholas R","Li, Changbin",,,,,nrr150130,nicholas ruozzi,Machine Learning 
FIN,3200,001,,34,,3,7,,2,1,,1,,,1,1,"Newcomb, Rebecca G",,,,,,rgn100020,rebecca newcomb,Introduction to Business and Professional Development 
CS,1136,110,22,4,4,4,3,4,,1,3,,1,,4,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,4341,003,27,6,3,3,3,1,,1,,,2,,4,1,"DeGroot, Doug",,,,,,dxd180020,doug degroot,Digital Logic and Computer Design 
MECH,2320,002,6,6,10,2,7,3,3,6,2,,2,,3,1,"Minary-Jolandan, Majid","Huang, Jiacheng",,,,,mxm124631,majid minary,Mechanics of Materials 
CS,1136,103,29,3,2,4,2,1,1,,,,2,,6,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
PSY,3310,002,,10,9,4,7,2,9,2,1,1,2,1,2,1,"Nelson Taylor, Jackie A","Smith, Olivia",,,,,jan110030,jackie nelson,Child Development 
CS,1336,011,5,6,5,4,7,4,2,5,,,5,4,3,1,"Shields, Charles O",,,,,,cshields,charles shields,Programming Fundamentals 
CS,3377,0W2,11,21,3,4,5,3,1,1,,,,,1,1,"Kapoor, Bhanu","Dong, Hailiang",,,,,bxk101000,bhanu kapoor,C C  Programming in a UNIX Environment 
CS,6301,502,,14,21,8,5,,1,1,,,,,,1,"Redfern, Arthur",,,,,,axr180074,arthur redfern,Special Topics in Computer Science 
FILM,1303,001,,12,19,4,3,5,4,,1,,,,2,1,"Al-Habashneh, Eman Bahjat",,,,,,eba130130,eman al habashneh,Transnational Film and Video 
STAT,3355,001,3,13,6,2,8,1,2,7,2,,1,,5,1,"Ammann, Larry",,,,,,ammann,larry ammann,Data Analysis for Statisticians and Actuaries 
CS,1136,108,21,5,9,3,3,3,2,,,,2,,3,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1336,008,,6,15,9,8,2,,1,4,,2,1,3,1,"Davis, Chris I",,,,,,cid021000,chris davis,Programming Fundamentals 
CS,1336,010,7,12,1,2,4,11,4,3,,4,,,3,1,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy,Programming Fundamentals 
CS,1336,003,,9,3,10,7,4,4,5,1,1,1,1,5,1,"Shields, Charles O",,,,,,cshields,charles shields,Programming Fundamentals 
ITSS,3300,502,7,5,13,4,8,5,3,2,2,,,,2,1,"Hansen, Atanas Y","Zhu, Wangsheng",,,,,ayt061000,atanas hansen,Information Technology for Business 
CS,1336,001,,3,13,9,6,8,3,2,2,,1,,4,1,"Brandenburg, Jonathan C",,,,,,jcb011200,jonathan brandenburg,Programming Fundamentals 
CS,1136,601,25,5,1,1,3,2,5,1,1,,2,,5,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1336,501,,6,9,6,8,5,2,7,3,,,1,4,1,"Le, Khiem V",,,,,,kvl140030,khiem le,Programming Fundamentals 
ACCT,4342,501,1,4,6,11,11,6,2,4,4,1,,,1,1,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
EE,3302,501,15,5,8,4,1,3,7,1,2,1,3,1,1,1,"Ardestani Khoubrouy, Soudeh","Chandra Shekar, Ram Charan M",,,,,sxa074200,soudeh khoubrouy,Signals and Systems 
CS,3360,001,3,12,7,6,11,5,4,1,2,1,,,1,1,"Feng, Ranran","Yu, Xinyue",,,,,rxf090020,ranran feng,Computer Graphics for Artists and Designers 
BLAW,2301,501,,16,11,5,5,5,5,4,1,,,,1,1,"Sutton, Walter L","Koonce, Katherine",,,,,wls015100,walter sutton,Business and Public Law 
MKT,6301,002,,14,11,15,7,6,,,,,,,,1,"Xie, Ying","Saremi, Ehsan",,,,,yxx124930,ying xie,Marketing Management 
BUAN,6356,502,,22,21,3,6,1,,,,,,,,1,"Parker, Jason A","Bodh, Malvika",,,,,jap090020,jason parker,Business Analytics With R 
OPRE,6301,0W1,,29,9,4,7,1,3,,,,,,1,1,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,,sel120030,sonia leach,Statistics and Data Analysis 
ECS,1100,025,13,5,6,2,2,4,2,2,4,2,2,,11,1,"Favors, Crystal N",,,,,,cnf150030,,Introduction to Engineering and Computer Science 
IMS,3310,007,5,8,15,6,8,7,3,1,2,,,,,1,"Kaur, Vaneet",,,,,,vxk180029,vaneet kaur,International Business 
FIN,3320,013,,17,,,25,,,12,,,1,,,1,"Li, Jun","Wang, Hui",,,,,jxl128031,jun li,Business Finance 
MKT,3300,009,10,10,7,7,7,9,2,3,,,,,,1,"Pahwa, Parneet","Roshangarzadeh, Reza","Qian, Kun",,,,pxp030100,parneet pahwa,Principles of Marketing 
ENTP,3301,002,,2,5,8,11,11,8,7,1,,,,2,1,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
FIN,3320,012,,19,,,21,,,14,,,1,,,1,"Li, Jun","Wang, Hui",,,,,jxl128031,jun li,Business Finance 
FIN,3320,010,,11,5,4,11,4,1,7,4,1,4,,3,1,"Cordell, David M","Kirk, Steven B",,,,,dmc012300,david cordell,Business Finance 
MKT,3300,010,2,6,8,9,11,3,5,9,1,,,1,,1,"Wu, Fang","Zihagh, Fereshteh",,,,,fxw052000,fang wu,Principles of Marketing 
MIS,6309,001,,10,16,10,9,5,2,,,,,,1,1,"Bradbury, Judd D","Sharma, Aman",,,,,jdb101000,judd bradbury,Business Data Warehousing 
ECON,4355,001,6,8,4,3,6,6,6,4,2,4,2,1,4,1,"Li, Dong","Hou, Aoyu",,,,,dxl145430,dong li,Econometrics 
SOC,3342,0W1,8,26,,6,11,,1,1,1,,1,,1,1,"Malek-Ahmadi, John H",,,,,,jhm110020,john malek ahmadi,The Life Cycle 
ITSS,3300,004,2,10,11,3,10,5,2,5,2,2,2,,2,1,"Stephens, Timothy G","Xie, Si",,,,,tgs170130,timothy stephens,Information Technology for Business 
CS,3377,0W3,10,18,9,6,5,3,5,,,,,,,1,"Kapoor, Bhanu","Lozano Carrillo, Juan Camilo",,,,,bxk101000,bhanu kapoor,C C  Programming in a UNIX Environment 
CS,1136,114,21,7,2,2,3,6,1,2,1,,1,,10,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
BUAN,6356,003,,31,13,3,9,1,,,,,,,,1,"Parker, Jason A","Bodh, Malvika",,,,,jap090020,jason parker,Business Analytics With R 
CS,1336,006,4,4,4,10,15,5,3,4,1,1,,2,3,1,"Thompson, Laurie A",,,,,,lthomp,laurie thompson,Programming Fundamentals 
CS,1136,106,31,7,2,4,2,1,,2,2,,2,,4,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
ECS,1100,008,27,11,,7,2,3,1,3,1,,1,,2,1,"Williams, Jaleah",,,,,,jxw161630,jaleah williams,Introduction to Engineering and Computer Science 
AMS,4385,0W1,13,12,11,3,6,3,,3,,,1,,6,1,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Professional Communications in Business 
MIS,6382,002,,23,17,7,10,1,,,,,,,,1,"Srinivasan, Srimathi","Gupta, Aabhas",,,,,sxs180206,srimathi srinivasan,Object Oriented Programming in Python 
ACCT,2301,004,15,12,3,11,6,2,6,,,,1,1,1,1,"Hou, Liya",,,,,,lxh110020,liya hou,Introductory Financial Accounting 
STAT,3360,002,8,9,5,1,10,7,4,5,2,,1,,6,1,"Koshevnik, Yuly","Langford, John","Lutz, Kevin C",,,,yxk055000,yuly koshevnik,Probability and Statistics for Management and Economics 
SOC,4372,0W1,24,8,5,9,1,2,2,1,1,2,,,3,1,"Cheun, Jacquelyn J",,,,,,jjc150830,jacquelyn cheun,Health and Illness 
CS,6363,003,,12,10,19,9,5,2,,,,,,1,1,"Chandrasekaran, Ramaswamy","Gour, Riti",,,,,chandra,ramaswamy chandrasekaran,Design and Analysis of Computer Algorithms 
BUAN,6341,001,,10,28,18,1,,,1,,,,,,1,"Sohaee, Nassim","Patel, Mehul G",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
ECS,1100,014,25,8,7,6,3,5,2,2,,,,,,1,"Croasdale Woudwyk, Andrea",,,,,,axc169230,andrea croasdale woudwyk,Introduction to Engineering and Computer Science 
BIOL,3370,001,11,16,5,4,5,7,4,3,2,,1,,,1,"Hill, Brenna R",,,,,,brh140230,brenna hill,Exercise Physiology 
EE,4301,001,6,5,5,3,7,9,12,7,4,,,,1,1,"Coleman, Ann C","Chen, Jianfei",,,,,acc130630,ann coleman,Electromagnetic Engineering I 
FIN,3330,002,8,23,,6,15,,2,4,,1,,,,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman,Personal Financial Planning 
MECH,3310,002,4,8,11,17,11,7,,1,,,,,,1,"Ouyang, Hui","Wang, Yang","Sarma, Jyotirmoy",,,,hxo150330,hui ouyang,Thermodynamics 
ITSS,3300,001,11,11,9,4,7,7,2,1,,3,,1,3,1,"Haseman, Charles","Luo, Ning",,,,,cxh180018,charles haseman,Information Technology for Business 
OPRE,3310,0W2,2,18,,,18,,1,14,,,5,,1,1,"Deluke, Eugene","Li, Hehe",,,,,gxd052000,eugene deluke,Operations Management 
OPRE,3310,0W1,2,22,,1,13,,1,17,,,2,,1,1,"Deluke, Eugene","Li, Hehe",,,,,gxd052000,eugene deluke,Operations Management 
MECO,6303,501,,18,21,4,8,7,,,,,,,1,1,"Kiser, Stephen L","Wang, Yu-Chi",,,,,slk012100,stephen kiser,Business Economics 
ITSS,3311,002,7,11,4,6,,3,5,4,3,3,5,3,5,1,"Narayanasami, Priya","Ozdemir, Dicle Yagmur",,,,,pxn173330,priya narayanasami,Introduction to Programming 
ITSS,3311,003,14,10,9,14,8,4,,,,,,,,1,"Mehta, Sameer",,,,,,sxm159630,sameer mehta,Introduction to Programming 
ACCT,6333,PP1,,22,,,29,,,9,,,,,,1,"Zolton, Kathy","Memon, Sana R",,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
CS,1136,115,20,9,4,4,2,2,4,1,2,,3,,9,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
BUAN,6356,001,,33,14,4,6,3,,,,,,,,1,"Parker, Jason A","Bodh, Malvika","Malpani, Surajkumar Pavankumar",,,,jap090020,jason parker,Business Analytics With R 
SOC,1301,0W1,19,21,7,2,4,2,1,1,,,,1,1,1,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni,Introduction to Sociology 
ECS,1100,011,27,6,8,4,3,4,2,2,,2,,,3,1,"Sharman, Whitney",,,,,,wxs180011,,Introduction to Engineering and Computer Science 
HMGT,3301,002,12,16,9,9,5,4,2,2,,,,,2,1,"Walton, James W",,,,,,jww160330,james walton,Introduction to Healthcare Management 
CS,2305,001,3,8,13,10,7,4,3,4,1,2,4,1,1,1,"Feng, Ranran",,,,,,rxf090020,ranran feng,Discrete Mathematics for Computing I 
CS,4393,001,2,13,10,13,6,7,2,4,4,,,,,1,"Nguyen, Nhut","Tran, Trung Hieu",,,,,nhutnn,nhut nguyen,Computer and Network Security 
CS,6359,002,,8,39,14,,,,,,,,,,1,"Nouroz Borazjany, Mehra","Tian, Zijing",,,,,mxn143230,mehra borazjany,Object-Oriented Analysis and Design 
FIN,3330,501,5,24,,5,13,,5,6,,1,2,,1,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman,Personal Financial Planning 
EE,1202,001,15,7,6,5,7,3,6,5,2,,,,6,1,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
CS,1336,015,4,9,10,5,8,1,1,2,2,,4,3,13,1,"Paulk, Mark C",,,,,,mcp130030,mark paulk,Programming Fundamentals 
CS,6360,002,,14,16,22,7,3,,,,,,,,1,"Yuruk, Nurcan","Zhou, Husheng",,,,,nxy140530,nurcan yuruk,Database Design 
ACCT,6350,501,,23,26,9,2,1,,,,,,,,1,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher,Fundamentals of Taxation I 
ACCT,2302,001,,25,6,12,9,1,2,2,,,2,,4,1,"Kale, Devendra",,,,,,ddk140030,,Introductory Management Accounting 
PSCI,4377,001,,5,12,22,16,4,2,1,1,,,,,1,"Stewart, Marianne","Dzanie, Raphael K",,,,,mstewart,marianne stewart,Women and Politics 
CS,2336,001,37,4,8,1,,4,2,,,,1,1,5,1,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra borazjany,Computer Science II 
ACCT,3341,002,8,13,17,14,7,2,2,1,,,,,,1,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello,Cost Management Systems 
OPRE,3310,006,5,20,,12,15,,10,,,1,,,1,1,"Widdifield, David S","Ravindran, Manojraj",,,,,dsw180001,david widdifield,Operations Management 
ITSS,4353,501,15,18,14,8,6,2,,,1,,,,,1,"Rao, Mukund","Tunc, Murat M",,,,,mxr170008,mukund rao,Business Analytics 
HUMA,1301,001,35,5,6,6,7,2,3,,1,1,,,,1,"Ingrao, Peter J","Thomas, Kathryn E",,,,,jingrao,peter ingrao,Exploration of the Humanities 
MECH,4301,001,4,15,5,10,10,13,,8,,,,,1,1,"Ryu, III","Aragon, Nicole K",,,,,ixr161130,,Intermediate Mechanics of Materials 
MIS,6309,002,,22,21,7,10,3,3,,,,,,,1,"Islam, Naser","Pawar, Dhairya Dhanaji","Dheram, Geyasruti",,,,nxi110630,naser islam,Business Data Warehousing 
CS,6375,004,,30,26,11,,,,,,,,,,1,"Nagar, Anurag","Yan, Siwen",,,,,axn112530,anurag nagar,Machine Learning 
BMEN,3320,001,8,10,6,9,8,4,4,4,3,,,,11,1,"Ali, Tariq M",,,,,,tma051000,tariq ali,Electrical and Electronic Circuits in Biomedical Engineering 
CRIM,3323,0W1,,10,6,6,11,14,4,9,1,3,2,2,,1,"Kovandzic, Tomislav","Han, Sungil",,,,,tvk071000,tomislav kovandzic,Violence and Gun Control 
CS,2336,006,22,3,15,7,8,6,2,,,,,2,3,1,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra borazjany,Computer Science II 
HUMA,1301,007,,8,3,8,12,8,6,10,1,,2,,10,1,"Mortensen, Joan",,,,,,jmorten,joan mortensen,Exploration of the Humanities 
PSY,4346,002,,22,,,34,,,10,,,1,,1,1,"Reid, Jon K",,,,,,jkr150330,jon reid,Human Sexuality 
CS,4301,001,,5,19,15,11,5,6,2,2,1,,1,1,1,"Mazidi, Karen J","Rudhraraju, Anshula V",,,,,kjm160430,karen mazidi,Special Topics in Computer Science 
HUMA,1301,006,36,14,6,2,4,4,1,1,1,,,,,1,"Ingrao, Peter J","Koo, So Y",,,,,jingrao,peter ingrao,Exploration of the Humanities 
SOC,3321,0W1,7,8,18,13,7,7,4,2,2,,,,1,1,"Lanham, Carol C","Burger, Charis M",,,,,ccl054000,carol lanham,Deviance 
NSC,3361,002,6,9,19,8,6,6,4,2,5,,2,2,1,1,"Sultana, Rukhsana","Miranda, Giuseppe G",,,,,rxs170431,rukhsana sultana,Introduction to Neuroscience 
PSY,3392,002,2,16,12,7,10,5,6,5,3,2,,,2,1,"Grant, Meridith G","Pattisapu, Candice N",,,,,mga061000,meridith grant,Research Design and Analysis 
MECH,2310,002,2,19,6,2,16,3,5,5,4,3,1,2,3,1,"Thamban, P.L.Stephan","Pandey, Binay J",,,,,stephan,p l stephan thamban,Statics 
CRIM,3319,001,37,14,7,5,4,2,,,1,,,,1,1,"Polk, Elmer O","Yim, Haneul",,,,,peo091000,elmer polk,Comparative Justice Systems 
CS,4361,001,6,17,12,6,16,3,2,4,3,,,1,1,1,"Kumar, Pushpa S","Yuan, Jing",,,,,pkumar,pushpa kumar,Computer Graphics 
OPRE,6301,006,,33,3,24,9,,2,1,,,,,,1,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi,Statistics and Data Analysis 
CS,3305,501,8,23,6,9,5,5,5,5,1,1,,,5,1,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing II 
MECH,3315,001,2,9,15,23,9,6,6,,2,,,1,,1,"Anderson, William C","Garcia Cartagena, Edgardo J",,,,,wca140030,william anderson,Fluid Mechanics 
OPRE,3310,005,2,8,9,11,11,9,7,8,5,2,,,1,1,"Subramoniam, Ramesh","Qu, Zihao",,,,,rxs179630,ramesh subramoniam,Operations Management 
HLTH,3101,0W3,,57,,,13,,,2,,,,,2,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
ACCT,2302,003,1,26,,9,30,4,,2,1,,,,1,1,"Cohen, Daniel A","Walker, Jacob N",,,,,dac101000,daniel cohen,Introductory Management Accounting 
OPRE,6301,010,,39,19,6,8,2,,,,,,,,1,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,,sel120030,sonia leach,Statistics and Data Analysis 
HLTH,3310,001,1,8,20,11,15,8,4,4,1,,1,,2,1,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
OPRE,6301,011,,15,20,14,12,3,7,4,,,,,,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,,axt083100,aysegul toptal,Statistics and Data Analysis 
OPRE,6301,004,,19,16,18,10,2,7,1,,,,,2,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,,axt083100,aysegul toptal,Statistics and Data Analysis 
CS,4352,0W1,37,16,15,2,1,2,3,,,,,,,1,"Orrick, Erika D","Guo, Jinghui",,,,,edo042000,erika orrick,
OPRE,3360,007,5,11,11,20,11,6,3,2,4,,,,3,1,"Naseri Taheri, Mohammad","Jin, Siyu",,,,,mxn121930,mohammad naseri,Managerial Methods in Decision Making Under Uncertainty 
OPRE,6301,007,,33,1,13,20,3,2,2,,,,,2,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo,Statistics and Data Analysis 
OPRE,6302,004,,22,18,3,20,5,6,2,,,,,1,1,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,,dbh130130,dorothee honhon,Operations Management 
OPRE,6301,005,,33,5,14,16,2,1,4,,,,,3,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo,Statistics and Data Analysis 
OPRE,6301,001,,33,3,16,17,2,5,2,,,,,,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo,Statistics and Data Analysis 
OPRE,3360,003,6,10,11,6,7,7,6,4,2,3,5,1,11,1,"Ahadi, Khatereh","Huang, Wei Chuan",,,,,kxa180010,khatereh ahadi,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,501,8,23,,24,20,,,3,,,,,1,1,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi,Managerial Methods in Decision Making Under Uncertainty 
CS,6313,002,,77,6,,,,,,,,,,,1,"Akcora, Cuneyt G",,,,,,cxa123230,,Statistical Methods for Data Science 
HIST,3337,001,,15,14,17,8,13,5,4,3,4,,1,2,1,"Channell, David","Minich, Joseph T",,,,,channell,david channell,Technology and Western Civilization 
CLDP,3332,001,,25,1,5,31,,,18,,,6,,1,1,"Holub, Shayla C",,,,,,sch052000,shayla holub,Social and Personality Development 
BLAW,2301,004,,13,11,6,11,6,11,13,8,,5,,4,1,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos,Business and Public Law 
PSY,4343,002,26,20,5,12,9,5,4,1,,,2,,4,1,"Schwark, Gayle","Adelson, Megan J",,,,,gxs180015,gayle schwark,Abnormal Psychology 
HIST,1301,003,,3,9,7,14,12,8,9,5,2,5,7,8,1,"Johnson, Yvonne","Hoosein, Nausheen",,,,,yxj172130,yvonne johnson,U S  History Survey to Civil War 
PSCI,4347,001,10,28,19,5,14,3,,3,3,,1,1,3,1,"Larue, Patrick","Das, Soham",,,,,pxl111020,patrick larue,The War on Drugs 
MATH,2415,003,22,11,8,6,9,4,4,3,5,1,6,2,10,1,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Calculus of Several Variables 
CS,3341,003,26,14,8,3,9,2,6,8,2,4,4,1,6,1,"Whalen, Tristan G","Jiang, Tian",,,,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
CS,3340,502,,4,7,11,14,19,10,8,8,7,2,3,4,1,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi,
PSY,3310,001,,76,,,16,1,,4,,,,,,1,"Touchstone, Emily W","Fowler, Mariah L",,,,,exw010200,emily touchstone,Child Development 
MAS,6102,006,,,,,,,,,,,,,3,1,"Jones, Royce E",,,,,,rxj111030,,Professional Development 
ECS,3361,501,,5,15,21,20,17,11,5,2,1,,1,,1,"Wilt, James C",,,,,,jcw140130,james wilt,Social Issues and Ethics in Computer Science and Engineering 
